index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	材料系	020	教授	001	史	蹟	さ	し	せき	4	Ji	Shi	材料系	020	エネルギーコース	001	材料系	020	材料コース	020																					金属物性	Metal physics	薄膜工学	Thin film technology	磁性薄膜	Magnetic thin films	ナノヘテロ構造	Nanohetero structures	http://www.nakamura-shi.mtl.titech.ac.jp	http://www.nakamura-shi.mtl.titech.ac.jp/english/	key_rid=5000039904		ｼ	ｾｷ																																																			
	材料系	020	准教授	002	塩谷	正俊	さ	しおや	まさとし	4	Masatoshi	Shioya	材料系	020	材料コース	020																									炭素繊維	Carbon ｆiber	高強度繊維	High strength ｆiber	炭素材料	Carbon material	複合材料	Composite material	http://www.op.titech.ac.jp/lab/shioya/index.html	http://www.op.titech.ac.jp/lab/shioya/index.html	key_rid=1000015228		ｼｵﾔ	ﾏｻﾄｼ																																																			
	材料系	020	助教	004	重松	圭	さ	しげまつ	けい	4	Kei	Shigematsu	材料系	020	材料コース	020																									固体化学	Solid state chemistry	薄膜成長	Thin film growth					http://www.msl.titech.ac.jp/~azumalab/Azuma_Laboratory/Welcome.html	http://www.msl.titech.ac.jp/~azumalab/Azuma_Laboratory/English.html	key_t2r2Rid=CTT100734004		ｼｹﾞﾏﾂ	ｹｲ																																																			
	材料系	020	助教	004	篠原	百合	さ	しのはら	ゆり	4	Yuri	Shinohara	材料系	020	材料コース	020																									金属学	Metallurgy	形状記憶合金	Shape memory alloy	チタン合金	Titanium alloy			http://www.mrst.first.iir.titech.ac.jp/inamura_tit/	http://www.mrst.first.iir.titech.ac.jp/inamura_tit/	key_t2r2Rid=CTT100509874		ｼﾉﾊﾗ	ﾕﾘ																																																			
	材料系	020	特任教授	005	ジョン	デービド バネキ	さ	じょん	でーびど ばねき	2	David Baniecki	John	材料系	020	材料コース	020																																			key_t2r2Rid=CTT100697201		ｼﾞｮﾝ	ﾃﾞｰﾋﾞﾄﾞ ﾊﾞﾈｷ																																																			
	材料系	020	助教	004	白石	貴久	さ	しらいし	たかひさ	4	Takahisa	Shiraishi	材料系	020	材料コース	020																									無機材料	Ceramics	薄膜	Thin films	合成プロセス	Processing			https://f-lab.iem.titech.ac.jp/	https://f-lab.iem.titech.ac.jp/homeen/	key_t2r2Rid=CTT100606922		ｼﾗｲｼ	ﾀｶﾋｻ																																																			
	材料系	020	教授	001	須佐	匡裕	さ	すさ	まさひろ	4	Masahiro	Susa	材料系	020	エネルギーコース	001	材料系	020	材料コース	020																					金属物理化学	Physical chemistry of metals	鉄鋼生産プロセス	Steelmaking process	熱物性測定	Thermophysical properties measueents	サーマルマネジメント	Thermal management	http://www.susalab.mtl.titech.ac.jp/	http://www.susalab.mtl.titech.ac.jp/english/	key_rid=1000181709		ｽｻ	ﾏｻﾋﾛ																																																			
	材料系	020	特任教授	005	瀬川	浩代	さ	せがわ	ひろよ	4	Hiroyo	Segawa	材料系	020	材料コース	020																									ガラス	Glass	有機-無機ハイブリッド材料	Organic-inorganic hybrid materials	陽極酸化	Anodization			https://samurai.nims.go.jp/profiles/segawa_hiroyo?locale=ja	https://samurai.nims.go.jp/profiles/segawa_hiroyo?locale=en	key_rid=1000300322		ｾｶﾞﾜ	ﾋﾛﾖ																																																			
	材料系	020	教授	001	曽根	正人	さ	そね	まさと	4	Masato	Sone	材料系	020	ライフエンジニアリングコース	003	材料系	020	材料コース	020	材料系	020	エネルギーコース	001																											key_t2r2Rid=CTT100381840		ｿﾈ	ﾏｻﾄ																																																			
	材料系	020	助教	004	高橋	亮	た	たかはし	あきら	4	Akira	Takahashi	材料系	020	材料コース	020																									計算材料科学	Computational material science	マテリアルズインフォマティクス	Materials informatics					https://www.cms-mi.msl.titech.ac.jp		key_t2r2Rid=CTT100760273		ﾀｶﾊｼ	ｱｷﾗ																																																			
