index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
53	生命理工学系	024	准教授	002	白木	伸明	さ	しらき	のぶあき	4	Nobuaki	Shiraki	生命理工学系	024	生命理工学コース	024																									幹細胞生物学	Stem cell biology	再生医学	Regenerative medicine	アミノ酸代謝	Amino ccid metabolism	レギュラトリーサイエンス	Regulatory science	http://www.stem.bio.titech.ac.jp/		key_rid=5000051803		ｼﾗｷ	ﾉﾌﾞｱｷ																																																														
54	生命理工学系	024	准教授	002	鈴木	崇之	さ	すずき	たかし	4	Takashi	Suzuki	生命理工学系	024	生命理工学コース	024																									神経生物学	Neurobiology	神経遺伝学	Neurogenetics	発生生物学	Developmental biology	ショウジョウバエ	Drosophila	http://www.suzukit.bio.titech.ac.jp/japanese/index.html	http://www.suzukit.bio.titech.ac.jp	key_rid=B000222496		ｽｽﾞｷ	ﾀｶｼ																																																														
55	生命理工学系	024	准教授	002	清尾	康志	さ	せいお	こうじ	4	Kohji	Seio	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					核酸有機化学	Organic chemistry of nucleic acids	転写制御	Transcription regulation	核酸医薬	Nuleic acid drugs			http://www.skn.bio.titech.ac.jp/		key_rid=1000279115		ｾｲｵ	ｺｳｼﾞ																																																														
56	生命理工学系	024	特任教授	005	タカハシ	マサユキ	た	たかはし	まさゆき	4	Masayuki	Takahashi	生命理工学系	024	生命理工学コース	024																																			key_rid=R000011610		ﾀｶﾊｼ	ﾏｻﾕｷ																																																														
57	生命理工学系	024	准教授	002	田川	陽一	た	たがわ	よういち	4	Yoh-ichi	Tagawa	生命理工学系	024	生命理工学コース	024																									合成生物学	Synthetic biology	再生医学	Regenerative medicine	発生工学	Developmental engineering	分子生物学	Molecular biology	http://www.tagawa-lab.bio.titech.ac.jp/		key_rid=1000283808		ﾀｶﾞﾜ	ﾖｳｲﾁ																																																														
58	生命理工学系	024	准教授	002	瀧ノ上	正浩	た	たきのうえ	まさひろ	4	Masahiro	Takinoue	情報工学系	023	知能情報コース	005	情報工学系	023	情報工学コース	023	システム制御系	016	システム制御コース	016	生命理工学系	024	生命理工学コース	024													DNA情報デバイス・分子ロボット・分子コンピュータ	"DNA information devices, Molecular robots, Molecular computers"	バイオ電子機械ハイブリッド・サイバネティクス	"Bio-electro-mechano hybrid systems, Cybernetics"	生物物理学・マイクロ流体・ソフトマター	"Biophysics, Microfluidics, Soft matter"	人工生命・合成生物学	"Artificial life, Synthetic biology"	http://www.takinoue-lab.jp/	http://www.takinoue-lab.jp/en/	key_rid=5000090703		ﾀｷﾉｳｴ	ﾏｻﾋﾛ																																																														
59	生命理工学系	024	教授	001	田口	英樹	た	たぐち	ひでき	4	Hideki	Taguchi	生命理工学系	024	生命理工学コース	024																									生化学	Biochemistry	生物物理	Biophysics	蛋白質科学	Protein science	細胞生物学	Cell biology	http://www.taguchi.bio.titech.ac.jp	http://www.taguchi.bio.titech.ac.jp/eng/	key_rid=1000181774		ﾀｸﾞﾁ	ﾋﾃﾞｷ																																																														
60	生命理工学系	024	准教授	002	立花	和則	た	たちばな	かずのり	4	Kazunori	Tachibana	生命理工学系	024	生命理工学コース	024																									時間生物学	Chronobiology	生殖生物学	Reproductive biology	生物地理学	Biogeography	細胞生物学	Cell biology	http://www.zoology.bio.titech.ac.jp/		key_rid=1000222113		ﾀﾁﾊﾞﾅ	ｶｽﾞﾉﾘ																																																														
61	生命理工学系	024	教授	001	田中	寛	た	たなか	かん	4	Kan	Tanaka	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					進化細胞遺伝学	Evolutional cell genetics	微生物学	Microbiology	光合成	Photosynthesis	代謝制御	Metabolic regulation	http://www.res.titech.ac.jp/~biores/index.html	http://www.res.titech.ac.jp/~biores/E/index_E.html	key_rid=0000030185		ﾀﾅｶ	ｶﾝ																																																														
62	生命理工学系	024	助教	004	田中	利明	た	たなか	としあき	4	Toshiaki	Tanaka	生命理工学系	024	生命理工学コース	024																									細胞周期制御	Regulation of cell cycle	細胞増殖制御	Regulation of cell proliferation	初期発生制御	Regulation of development	医療用コラーゲン開発	Development of collagen biomaterial			key_rid=5000039830		ﾀﾅｶ	ﾄｼｱｷ																																																														
63	生命理工学系	024	准教授	002	田中	幹子	た	たなか	みきこ	4	Mikiko	Tanaka	生命理工学系	024	生命理工学コース	024																									進化発生学	Evolutionary developmental biology	形態学	Morphology	器官形成	Organogenesis			http://www.evodevo.bio.titech.ac.jp	http://www.evodevo.bio.titech.ac.jp/index_e.html	key_rid=5000085877		ﾀﾅｶ	ﾐｷｺ																																																														
64	生命理工学系	024	助教	004	田守	正樹	た	たもり	まさき	4	Masaki	Tamori	生命理工学系	024	生命理工学コース	024																									棘皮動物の生理学、形態学	Physiology and morphology of echinoderms									key_rid=1000279143		ﾀﾓﾘ	ﾏｻｷ																																																														
	生命理工学系	024	助教	004	チャン	フ ズイ	た	ちゃん	ふ ずい	4	Phuoc Duy	Tran	生命理工学系	024	生命理工学コース	024																									計算生物物理学	Computational biophysics	たんぱく質機設計	Protein functional design	タンパク質構造予測	Protein structure prediction			http://www.kitao.bio.titech.ac.jp/index.html	http://www.kitao.bio.titech.ac.jp/indexE.html	key_rid=B000355203		ﾁｬﾝ	ﾌ ｽﾞｲ																																																														
66	生命理工学系	024	准教授	002	堤	浩	た	つつみ	ひろし	4	Hiroshi	Tsutsumi	生命理工学系	024	生命理工学コース	024																									生命化学	Chemical biology	生物有機化学	Bioorganic chemistry	超分子化学	Supramolecular chemistry	タンパク質工学	Protein engineering	http://www.mihara.bio.titech.ac.jp/	http://www.mihara.bio.titech.ac.jp/	key_t2r2Rid=CTT100620169		ﾂﾂﾐ	ﾋﾛｼ																																																														
66	生命理工学系	024	助教	004	坪内	英生	た	つぼうち	ひでお	4	Hideo	Tsubouchi	生命理工学系	024	生命理工学コース	024																																			key_t2r2Rid=CTT100749902		ﾂﾎﾞｳﾁ	ﾋﾃﾞｵ																																																														
67	生命理工学系	024	助教	004	傳田	公紀	た	でんだ	きみとし	1	Kimitoshi	Denda	生命理工学系	024	生命理工学コース	024																									分子細胞生物学	Moelcular and cellular biology	生化学	Biochemistry	分子遺伝学	Molecular genetics	腫瘍生物学	Tumor biology	http://www.iwasakilab.bio.titech.ac.jp/	http://www.iwasakilab.bio.titech.ac.jp/index-e.html	key_rid=1000016003		ﾃﾞﾝﾀﾞ	ｷﾐﾄｼ																																																														
68	生命理工学系	024	教授	001	徳永	万喜洋	た	とくなが	まきお	4	Makio	Tokunaga	生命理工学系	024	生命理工学コース	024																									１分子イメージング計測	Single molecule imaging and quantification	超解像顕微鏡	Super-resolution microscopy	細胞動態と機能	Cellular dynamics and function	クロマチン・核構造ダイナミクス	Chromatin and nuclear dynamics	http://www.toku.bio.titech.ac.jp/		key_rid=6000021694		ﾄｸﾅｶﾞ	ﾏｷｵ																																																														
69	生命理工学系	024	助教	004	長澤	竜樹	な	ながさわ	たつき	3	Tatsuki	Nagasawa 	生命理工学系	024	生命理工学コース	024																																			key_rid=B000319501		ﾅｶﾞｻﾜ	ﾀﾂｷ																																																														
69	生命理工学系	024	助教	004	永嶌	鮎美	な	ながしま	あゆみ	3	Ayumi	Nagashima	生命理工学系	024	生命理工学コース	024																																			key_rid=B000312717		ﾅｶﾞｼﾏ	ｱﾕﾐ																																																														
69	生命理工学系	024	助教	004	中津	大貴	な	なかつ	だいき	3	Daiki	Nakatsu	生命理工学系	024	生命理工学コース	024																									細胞生物学	Cell biology	バイオインフォマティクス	Bioinformatics							key_t2r2Rid=CTT100703962		ﾅｶﾂ	ﾀﾞｲｷ																																																														
70	生命理工学系	024	准教授	002	中戸川	仁	な	なかとがわ	ひとし	3	Hitoshi	Nakatogawa	生命理工学系	024	生命理工学コース	024																									分子細胞生物学	Molecular cell biology	オートファジー	Autophagy	飢餓／ストレス応答	Starvation / Stress response	生体膜ダイナミクス	Membrane dynamics	http://www.nakatogawa-lab.bio.titech.ac.jp/		key_rid=5000092602		ﾅｶﾄｶﾞﾜ	ﾋﾄｼ																																																														
72	生命理工学系	024	准教授	002	中村	信大	な	なかむら	のぶひろ	3	Nobuhiro	Nakamura	生命理工学系	024	生命理工学コース	024																									細胞機能	Cellular function	細胞内情報伝達	Cell signaling	受容体	Receptor			http://www.nnakamura.bio.titech.ac.jp/TOP.html	http://www.nnakamura.bio.titech.ac.jp/TOP_e.html	key_rid=1000321419		ﾅｶﾑﾗ	ﾉﾌﾞﾋﾛ																																																														
73	生命理工学系	024	教授	001	中村	浩之	な	なかむら	ひろゆき	3	Hiroyuki	Nakamura	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					有機化学	Organic chemistry	創薬化学	Medicinal chemistry	ケミカルバイオロジー	Chemical biology	中性子捕捉療法	Boron neutron capture therapy	http://syn.res.titech.ac.jp/	http://syn.res.titech.ac.jp/en/	key_rid=5000032231		ﾅｶﾑﾗ	ﾋﾛﾕｷ																																																														
74	生命理工学系	024	准教授	002	二階堂	雅人	な	にかいどう	まさと	3	Masato	Nikaido	生命理工学系	024	生命理工学コース	024																									進化生物学	Evolutionary biology	脊椎動物	Vertebrates	フェロモン	Pheromone	比較形態学	Comparative morphology	http://www.nikaido.bio.titech.ac.jp/		key_rid=5000092712		ﾆｶｲﾄﾞｳ	ﾏｻﾄ																																																														
75	生命理工学系	024	助教	004	西原	秀典	な	にしはら	ひでのり	3	Hidenori	Nishihara	生命理工学系	024	生命理工学コース	024																									進化生物学	Evolutionary biology	ゲノム情報学	Genome informatics							key_rid=5000040089		ﾆｼﾊﾗ	ﾋﾃﾞﾉﾘ																																																														
76	生命理工学系	024	教授	001	西山	伸宏	な	にしやま	のぶひろ	3	Nobuhiro	Nishiyama	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					ナノ医薬品	Nanomedicine	DDS	DDS	ナノテクノロジー	Nanotechnology	機能性高分子	Polymer chemistry	http://www.bmw.res.titech.ac.jp	http://www.bmw.res.titech.ac.jp/index-e.html	key_t2r2Rid=CTT100647197		ﾆｼﾔﾏ	ﾉﾌﾞﾋﾛ																																																														
77	生命理工学系	024	助教	004	丹羽	達也	な	にわ	たつや	3	Tatsuya	Niwa	生命理工学系	024	生命理工学コース	024																									生化学	Biochemistry	生物物理学	Biophysics					http://www.taguchi.bio.titech.ac.jp/	http://www.taguchi.bio.titech.ac.jp/eng/	key_t2r2Rid=CTT100607785		ﾆﾜ	ﾀﾂﾔ																																																														
78	生命理工学系	024	准教授	002	秦	猛志	は	はた	たけし	2	Takeshi	Hata	生命理工学系	024	生命理工学コース	024																									有機化学	Organic chemistry	合成化学	Synthetic chemistry	医薬品化学	Pharmaceutical chemistry	天然物化学	Natural products chemistry	http://www.urabe-lab.bio.titech.ac.jp	http://www.urabe-lab.bio.titech.ac.jp	key_rid=6000003424		ﾊﾀ	ﾀｹｼ																																																														
79	生命理工学系	024	准教授	002	林	宣宏	は	はやし	のぶひろ	2	Nobuhiro	Hayashi	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					プロテオミクス	Proteomics	分子生物学	Molecular biology	抗体	Antibody	細胞膜脂質ラフト	Membrane lipid raft	http://www.myr.bio.titech.ac.jp/HayashiLab/Welcome.html		key_rid=1000187464		ﾊﾔｼ	ﾉﾌﾞﾋﾛ																																																														
80	生命理工学系	024	助教	004	原	怜	は	はら	さとし	2	Satoshi	Hara	生命理工学系	024	生命理工学コース	024																									生化学	Biochemistry	タンパク質科学	Protein science	酸化還元制御	Redox regulation			http://www.bh4.bio.titech.ac.jp/		key_t2r2Rid=CTT100517190		ﾊﾗ	ｻﾄｼ																																																														
81	生命理工学系	024	教授	001	久堀	徹	は	ひさぼり	とおる	2	Toru	Hisabori	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					生体エネルギー変換	Bioenergetics	光合成	Photosynthesis	レドックス制御	Redox regulation	藻類バイオエネルギー	Bioenergy using microalgae	http://www.res.titech.ac.jp/~junkan/Hisabori_HomePage/index.html	http://www.res.titech.ac.jp/~junkan/Hisabori_HomePageE/index.html	key_rid=1000203930		ﾋｻﾎﾞﾘ	ﾄｵﾙ																																																														
82	生命理工学系	024	准教授	002	平沢	敬	は	ひらさわ	たかし	2	Takashi	Hirasawa	生命理工学系	024	生命理工学コース	024																									応用微生物学	Applied microbiology	代謝工学	Metabolic engineering	微生物細胞工場	Microbial cell factories	ものづくり	Bioproduction	http://www.hirasawa-lab.bio.titech.ac.jp/	http://www.hirasawa-lab.bio.titech.ac.jp/	key_rid=6000003519		ﾋﾗｻﾜ	ﾀｶｼ																																																														
83	生命理工学系	024	准教授	002	廣田	順二	は	ひろた	じゅんじ	2	Junji	Hirota	生命理工学系	024	生命理工学コース	024																									分子神経科学	Molecular neuroscience	化学感覚	Chemical sense	ゲノム工学	Genome engineering			http://www.hirota.bio.titech.ac.jp/	http://www.hirota.bio.titech.ac.jp/	key_rid=5000099858		ﾋﾛﾀ	ｼﾞｭﾝｼﾞ																																																														
84	生命理工学系	024	教授	001	福居	俊昭	は	ふくい	としあき	2	Toshiaki	Fukui	生命理工学系	024	生命理工学コース	024																									微生物工学	Microbial engineering	代謝工学	Metabolic engineering	バイオプラスチック	Bioplastic	超好熱菌	Hyperthermophile	http://www.fukui.bio.titech.ac.jp/	http://www.fukui.bio.titech.ac.jp/	key_rid=1000288049		ﾌｸｲ	ﾄｼｱｷ																																																														
85	生命理工学系	024	助教	004	福嶋	俊明	は	ふくしま	としあき	2	Toshiaki	Fukushima	生命理工学系	024	生命理工学コース	024																									生化学	Biochemistry	分子生物学	Molecular biology	分子内分泌学	Molecular endocrinology	細胞内シグナル伝達	Signal transduction	https://komada-lab.jimdo.com/	https://komada-lab.jimdo.com/home-eng/	key_t2r2Rid=CTT100735330		ﾌｸｼﾏ	ﾄｼｱｷ																																																														
86	生命理工学系	024	教授	001	藤井	正明	は	ふじい	まさあき	2	Masaaki	Fujii	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					レーザー分光	Laser spectroscopy	分子クラスター	Molecular clusters	超高速分光	Ultrafast spectroscopy	反応ダイナミクス	Reaction dynamics	http://www.csd.res.titech.ac.jp/indexj.html	http://www.csd.res.titech.ac.jp/indexj.html	key_rid=1000169698		ﾌｼﾞｲ	ﾏｻｱｷ																																																														
	生命理工学系	024	講師	003	藤枝	俊宣	は	ふじえ	としのり	2	Toshinori	Fujie	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					バイオマテリアル	Biomaterials	高分子科学	Polymer science	組織工学	Tissue engineering	バイオエレクトロニクス	Bioelectronics	https://sites.google.com/view/fujie-laboratory/home	https://sites.google.com/view/fujie-laboratory/home	key_rid=6000016609		ﾌｼﾞｴ	ﾄｼﾉﾘ																																																														
	生命理工学系	024	准教授	002	藤島	皓介	は	ふじしま	こうすけ	2	Kosuke	Fujishima	生命理工学系	024	生命理工学コース	024																									アストロバイオロジー	Astrobiology	合成生物学	Synthetic biology	分子進化工学	Directed Evolution	生命の起源	Origin of life	https://astrobio.jp/	https://astrobio.jp/	key_t2r2Rid=CTT100795159		ﾌｼﾞｼﾏ	ｺｳｽｹ																																																														
	生命理工学系	024	准教授	002	藤田	尚信	は	ふじた	なおのぶ	2	Naonobu	Fujita	生命理工学系	024	生命理工学コース	024																									細胞生物学	Cell biology	遺伝学	Genetics	筋細胞	Muscle cell	オートファジー	Autophagy	https://www.nafujita-lab.com	https://www.nafujita-lab.com	key_rid=7000014689		ﾌｼﾞﾀ	ﾅｵﾉﾌﾞ																																																														
87	生命理工学系	024	特定教授	009	布施	新一郎	は	ふせ	しんいちろう	2	Shinichiro	Fuse	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					有機化学	Organic chemistry	天然物科学	Natural product science	創薬化学	Medicinal chemistry	マイクロフロー合成	Microflow synthesis	http://syn.res.titech.ac.jp/	http://syn.res.titech.ac.jp/en/	key_rid=5000040010		ﾌｾ	ｼﾝｲﾁﾛｳ																																																														
88	生命理工学系	024	助教	004	古田	忠臣	は	ふるた	ただおみ	2	Tadaomi	Furuta	生命理工学系	024	生命理工学コース	024																									生物物理学	Biophysics	分子シミュレーション	Molecular simulation	創薬	Drug discovery	バイオリファイナリー	Biorefinery	https://researchmap.jp/tadaomi_furuta?lang=ja	https://researchmap.jp/tadaomi_furuta?lang=en	key_rid=5000090755		ﾌﾙﾀ	ﾀﾀﾞｵﾐ																																																														
	生命理工学系	024	准教授	002	星野	歩子	は	ほしの	あゆこ	2	Ayuko	Hoshino	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					エクソソーム生物学	Exosome biology	がん	Cancer	神経変性疾患	Neurodegenerative disease	疾患生物学	Disease biology			key_rid=B000300389		ﾎｼﾉ	ｱﾕｺ																																																														
89	生命理工学系	024	助教	004	堀	孝一	は	ほり	こういち	2	Koichi	Hori 	生命理工学系	024	生命理工学コース	024																																			key_rid=7000018068		ﾎﾘ	ｺｳｲﾁ																																																														
90	生命理工学系	024	助教	004	堀江	朋子	は	ほりえ	ともこ	2	Tomoko	Horie	生命理工学系	024	生命理工学コース	024																																			key_rid=7000017729		ﾎﾘｴ	ﾄﾓｺ																																																														
91	生命理工学系	024	教授	001	本郷	裕一	は	ほんごう	ゆういち	2	Yuichi	Hongoh	生命理工学系	024	生命理工学コース	024																									共生生物学	Symbiology	分子生態学	Molecular ecology	環境ゲノミクス	Environmental genomics	微生物生態学	Microbial ecology	http://www.hongoh.bio.titech.ac.jp	http://www.hongoh.bio.titech.ac.jp/english/indexe.html	key_rid=6000015907		ﾎﾝｺﾞｳ	ﾕｳｲﾁ																																																														
92	生命理工学系	024	助教	004	正木	慶昭	ま	まさき	よしあき	3	Yoshiaki	Masaki	生命理工学系	024	生命理工学コース	024																									核酸化学	Nucleic acid chemistry	有機化学	Synthetic organic chemistry	計算化学	Computational chemistry			http://www.skn.bio.titech.ac.jp/		key_t2r2Rid=CTT100518538		ﾏｻｷ	ﾖｼｱｷ																																																														
93	生命理工学系	024	助教	004	眞下	泰正	ま	ましも	やすまさ	3	Yasumasa	Mashimo	生命理工学系	024	生命理工学コース	024																									タンパク質工学	Protein engineering	遺伝子工学	Genetic engineering	組織工学	Tissue engineering			http://www.neobio.bio.titech.ac.jp/ja/	http://www.neobio.bio.titech.ac.jp/ja/english/index.html	key_t2r2Rid=CTT100673114		ﾏｼﾓ	ﾔｽﾏｻ																																																														
94	生命理工学系	024	准教授	002	増田	真二	ま	ますだ	しんじ	3	Shinji	Masuda	生命理工学系	024	生命理工学コース	024																									光生物学	Photobiology	光合成科学	Photosynthesis	植物生理学	Plant physiology	微生物学	Microbiology	http://www.photobiolab.bio.titech.ac.jp/~official/labhp/index.html	http://www.photobiolab.bio.titech.ac.jp/~official/labhp/en/index.html	key_rid=5000085881		ﾏｽﾀﾞ	ｼﾝｼﾞ																																																														
	生命理工学系	024	教授	001	松浦	友亮	ま	まつうら	ともあき	3	Tomoaki	Matsuura	生命理工学系	024	生命理工学コース	024																									進化分子工学	Directed evolution	合成生物学	Synthetic biology	無細胞生命化学	Cell-free science	バイオテクノロジー	Biotechnology	https://members.elsi.jp/~matsuura_tomoaki/	https://members.elsi.jp/~matsuura_tomoaki/	key_rid=5000087803		ﾏﾂｳﾗ	ﾄﾓｱｷ																																																														
	生命理工学系	024	准教授	002	マックグリン	ショウン エリン	ま	まっくぐりん	しょうん えりん	3	Shawn	McGlynn	生命理工学系	024	生命理工学コース	024																									微生物相互作用	Microbial Interactions	金属タンパク質	Metalloproteins	生命の化学的起源	Chemical Origin of Life	進化	Evolution	https://sites.google.com/elsi.jp/mcglynn/	https://sites.google.com/elsi.jp/mcglynn/	key_rid=B000247148		ﾏｯｸｸﾞﾘﾝ	ｼｮｳﾝ ｴﾘﾝ																																																														
95	生命理工学系	024	准教授	002	松田	知子	ま	まつだ	ともこ	3	Tomoko	Matsuda	生命理工学系	024	生命理工学コース	024																									グリーンケミストリー	Green chemistry	酵素工学	Enzyme engineering	有機合成化学	Organic synthesis			http://www.matsuda.bio.titech.ac.jp	http://www.matsuda.bio.titech.ac.jp/index(English).html	key_rid=1000259455		ﾏﾂﾀﾞ	ﾄﾓｺ																																																														
96	生命理工学系	024	教授	001	丸山	厚	ま	まるやま	あつし	3	Atsushi	Maruyama	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					生医学材料	Biomaterials	バイオコンジュゲート材料	Bioconjugate materials	ナノバイオテクノロジー	Nanobiotechnology	ドラッグデリバリーシステム	Drug delivery systems	http://mlab.bio.titech.ac.jp/index.html	http://mlab.bio.titech.ac.jp/index.html	key_rid=1000016064		ﾏﾙﾔﾏ	ｱﾂｼ																																																														
	生命理工学系	024	准教授	002	三浦	裕	ま	みうら	ゆたか	3	Yutaka	Miura	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					高分子創薬	Polymer-drug discovery	ナノバイオテクノロジー	Nanobiotechnology	薬物徐放	Controlled release	ドラッグデリバリースステム	DDS	http://www.bmw.res.titech.ac.jp/	http://www.bmw.res.titech.ac.jp/index-e.html	key_rid=B000369381		ﾐｳﾗ	ﾕﾀｶ																																																														
97	生命理工学系	024	准教授	002	三重	正和	ま	みえ	まさやす	3	Masayasu	Mie	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					タンパク質工学	Protein engineering	バイオマテリアル	Biomaterials	細胞工学	Cellular engineering	バイオセンシング	Biosensing	http://www.neobio.bio.titech.ac.jp/ja/index.html	http://www.neobio.bio.titech.ac.jp/ja/english/index.html	key_rid=1000326034		ﾐｴ	ﾏｻﾔｽ																																																														
98	生命理工学系	024	助教	004	三木	卓幸	ま	みき	たかゆき	3	Takayuki	Miki	生命理工学系	024	生命理工学コース	024																									ケミカルバイオロジー	Chemical biology	ペプチド工学	Peptide engineering	タンパク質ラベル化	Protein labeling	プロテオミクス	Proteomics	http://www.mihara.bio.titech.ac.jp/		key_t2r2Rid=CTT100763068		ﾐｷ	ﾀｶﾕｷ																																																														
99	生命理工学系	024	教授	001	三原	久和	ま	みはら	ひさかず	3	Hisakazu	Mihara	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					生命化学	Chemical biology	生物有機化学	Bioorganic chemistry	ペプチド工学	Peptide engineering	生体高分子化学	Biomolecular chemistry	http://www.mihara.bio.titech.ac.jp	http://www.mihara.bio.titech.ac.jp	key_rid=1000181817		ﾐﾊﾗ	ﾋｻｶｽﾞ																																																														
100	生命理工学系	024	准教授	002	宮下	英三	ま	みやした	えいぞう	3	Eizo	Miyashita	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					システム神経生理学	System neurophysiology	神経情報処理	Neural information processing	運動制御	Motion control	脳情報読み出し	Decoding brain information	http://educ.titech.ac.jp/bio/news/2017_03/053623.html	http://educ.titech.ac.jp/bio/eng/news/2017_03/053624.html	key_rid=B000001688		ﾐﾔｼﾀ	ｴｲｿﾞｳ																																																														
102	生命理工学系	024	教授	001	村上	聡	ま	むらかみ	さとし	3	Satoshi	Murakami	生命理工学系	024	生命理工学コース	024																									構造生物学	Structural biology	蛋白質科学	Protein science	X線結晶構造解析	X-ray crystallography	膜タンパク質	Membrane protein	http://www.xtal.bio.titech.ac.jp/top-j.html	http://www.xtal.bio.titech.ac.jp/top-e.html	key_rid=1000282380		ﾑﾗｶﾐ	ｻﾄｼ																																																														
103	生命理工学系	024	准教授	002	森	俊明	ま	もり	としあき	3	Toshiaki 	Mori	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																															key_rid=1000181821		ﾓﾘ	ﾄｼｱｷ																																																														
104	生命理工学系	024	准教授	002	八波	利恵	や	やつなみ	りえ	5	Rie	Yatsunami	生命理工学系	024	生命理工学コース	024																									タンパク質工学	Protein engineering	代謝工学	Metabolic engineering	極限環境微生物	Extremophile	極限酵素	Extremozyme	http://www.nakamura.bio.titech.ac.jp	http://www.nakamura.bio.titech.ac.jp	key_rid=1000279304		ﾔﾂﾅﾐ	ﾘｴ																																																														
106	生命理工学系	024	教授	001	山口	雄輝	や	やまぐち	ゆうき	5	Yuki	Yamaguchi	生命理工学系	024	生命理工学コース	024																									遺伝子発現	Gene expression	ゲノム	Genome	創薬	Drug development	ケミカルバイオロジー	Chemical biology	http://yamaguchi.bio.titech.ac.jp	http://yamaguchi.bio.titech.ac.jp/english/	key_rid=5000039893		ﾔﾏｸﾞﾁ	ﾕｳｷ																																																														
107	生命理工学系	024	准教授	002	山田	拓司	や	やまだ	たくじ	5	Takuji	Yamada	生命理工学系	024	生命理工学コース	024																									バイオインフォマティクス	Bioinformatics	メタゲノミクス	Metagenomics	データ可視化	Data visualization			http://comp.bio.titech.ac.jp/	http://comp.bio.titech.ac.jp/home-en/	key_rid=B000238005		ﾔﾏﾀﾞ	ﾀｸｼﾞ																																																														
108	生命理工学系	024	教授	001	山村	雅幸	や	やまむら	まさゆき	5	Masayuki 	Yamamura	情報工学系	023	知能情報コース	005	システム制御系	016	システム制御コース	016	情報工学系	023	情報工学コース	023	生命理工学系	024	生命理工学コース	024													システム生物学	Systems biology	合成生物学	Synthetic biology	人工知能	Artificial intelligence	人工生命	Artifical life	http://www.ali.c.titech.ac.jp/	http://www.ali.c.titech.ac.jp/en/index.html	key_rid=1000222078		ﾔﾏﾑﾗ	ﾏｻﾕｷ																																																														
	生命理工学系	024	助教	004	山本	淳一	や	やまもと	じゅんいち	5	Junichi	Yamamoto	生命理工学系	024	生命理工学コース	024																									遺伝子発現	Gene expression	ケミカルバイオロジー	Chemical biology	生化学	Biochemistry					key_t2r2Rid=CTT100509829		ﾔﾏﾓﾄ	ｼﾞｭﾝｲﾁ																																																														
	生命理工学系	024	教授	001	山本	直之	や	やまもと	なおゆき	5	Naoyuki	Yamamoto	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					機能性食品素材	Functional food materials	腸管センシング	Gut sensing 	乳酸菌	Lactic acid bacteria 			https://yamamoto-laboratory.org/#	https://yamamoto-laboratory.org/#	key_rid=B000347753		ﾔﾏﾓﾄ	ﾅｵﾕｷ																																																														
110	生命理工学系	024	教授	001	湯浅	英哉	や	ゆあさ	ひでや	5	Hideya	Yuasa	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					生物有機化学	Bioorganic chemistry	光化学	Photochemistry	糖化学	Carbohydrate chemistry	ナノテクノロジー	Nanotechnology	http://www.yuasa-lab.bio.titech.ac.jp/	http://www.yuasa-lab.bio.titech.ac.jp/	key_rid=1000181815		ﾕｱｻ	ﾋﾃﾞﾔ																																																														
