index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
56	機械系	015	教授	001	初澤	毅	は	はつざわ	たけし	2	Takeshi	Hatsuzawa	機械系	015	ライフエンジニアリングコース	003	機械系	015	機械コース	015																					バイオMEMS	Bio-MEMS	バイオ応用ナノメカ創成	Bio-inspired nano-mechanism	バイオ計測・診断	Bio-assay，diagnosis	MEMS/NEMSプロセス	MEMS/NEMS process	http://www.hat.first.iir.titech.ac.jp/		key_rid=1000181776		ﾊﾂｻﾞﾜ	ﾀｹｼ				
59	材料系	020	准教授	002	林	智広	は	はやし	ともひろ	2	Tomohiro	Hayashi	材料系	020	ライフエンジニアリングコース	003	材料系	020	材料コース	020																					バイオインターフェース	Biointerfaces	表面・界面科学	Surface & interface science	プローブ顕微鏡	Scanning probe microscopy	ナノフォトニクス	Nanophotonics	http://lab.spm.jp/	http://lab.spm.jp/	key_rid=5000102339		ﾊﾔｼ	ﾄﾓﾋﾛ				
60	生命理工学系	024	准教授	002	林	宣宏	は	はやし	のぶひろ	2	Nobuhiro	Hayashi	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					プロテオミクス	Proteomics	分子生物学	Molecular biology	抗体	Antibody	細胞膜脂質ラフト	Membrane lipid raft	http://www.myr.bio.titech.ac.jp/HayashiLab/Welcome.html		key_rid=1000187464		ﾊﾔｼ	ﾉﾌﾞﾋﾛ				
61	材料系	020	准教授	002	早水	裕平	は	はやみず	ゆうへい	2	Yuhei	Hayamizu	材料系	020	材料コース	020	材料系	020	ライフエンジニアリングコース	003																															key_rid=5000086706		ﾊﾔﾐｽﾞ	ﾕｳﾍｲ				
62	情報通信系	018	助教	004	久方	瑠美	は	ひさかた	るみ	2	Rumi	Hisakata	情報通信系	018	ライフエンジニアリングコース	003																									視覚情報処理	Visual information processing	空間知覚	Spatial perception	錯覚	Illusion			https://rumihisakata.wordpress.com/	https://rumihisakata.wordpress.com/	key_rid=B000003391		ﾋｻｶﾀ	ﾙﾐ				
63	生命理工学系	024	教授	001	久堀	徹	は	ひさぼり	とおる	2	Toru	Hisabori	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					生体エネルギー変換	Bioenergetics	光合成	Photosynthesis	レドックス制御	Redox regulation	藻類バイオエネルギー	Bioenergy using microalgae	http://www.res.titech.ac.jp/~junkan/Hisabori_HomePage/index.html	http://www.res.titech.ac.jp/~junkan/Hisabori_HomePageE/index.html	key_rid=1000203930		ﾋｻﾎﾞﾘ	ﾄｵﾙ				
63	生命理工学系	024	助教	004	平田	圭祐	は	ひらた	けいすけ	2	Keisuke	Hirata	生命理工学系	024	ライフエンジニアリングコース	003																									物理化学	Physical chemistry	分子分光学	Molecular spectroscopy	クラスター化学	Cluster chemistry	生体分子の気相分光	Gas-phase spectroscopy of biomolecules	http://www.csd.res.titech.ac.jp/	http://www.csd.res.titech.ac.jp/	key_rid=B000357557		ﾋﾗﾀ	ｹｲｽｹ				
64	生命理工学系	024	教授	001	藤井	正明	は	ふじい	まさあき	2	Masaaki	Fujii	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					レーザー分光	Laser spectroscopy	分子クラスター	Molecular clusters	超高速分光	Ultrafast spectroscopy	反応ダイナミクス	Reaction dynamics	http://www.csd.res.titech.ac.jp/indexj.html	http://www.csd.res.titech.ac.jp/indexj.html	key_rid=1000169698		ﾌｼﾞｲ	ﾏｻｱｷ				
	生命理工学系	024	講師	003	藤枝	俊宣	は	ふじえ	としのり	2	Toshinori	Fujie	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					バイオマテリアル	Biomaterials	高分子科学	Polymer science	組織工学	Tissue engineering	バイオエレクトロニクス	Bioelectronics	https://sites.google.com/view/fujie-laboratory/home	https://sites.google.com/view/fujie-laboratory/home	key_rid=6000016609		ﾌｼﾞｴ	ﾄｼﾉﾘ				
65	生命理工学系	024	特定教授	009	布施	新一郎	は	ふせ	しんいちろう	2	Shinichiro	Fuse	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					有機化学	Organic chemistry	天然物科学	Natural product science	創薬化学	Medicinal chemistry	マイクロフロー合成	Microflow synthesis	http://syn.res.titech.ac.jp/	http://syn.res.titech.ac.jp/en/	key_rid=5000040010		ﾌｾ	ｼﾝｲﾁﾛｳ				
	生命理工学系	024	准教授	002	星野	歩子	は	ほしの	あゆこ	2	Ayuko	Hoshino	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					エクソソーム生物学	Exosome biology	がん	Cancer	神経変性疾患	Neurodegenerative disease	疾患生物学	Disease biology			key_rid=B000300389		ﾎｼﾉ	ｱﾕｺ				
105	材料系	020	教授	001	細田	秀樹	は	ほそだ	ひでき	2	Hideki	Hosoda	材料系	020	材料コース	020	材料系	020	エネルギーコース	001	材料系	020	ライフエンジニアリングコース	003																	材料工学	Materials science and engineering	金属工学	Metallurgy	機能性材料	Functional materials	エネルギーおよび医療用材料	Energy and biomedical applications	http://www.mater.pi.titech.ac.jp/	http://www.mater.pi.titech.ac.jp/	key_rid=1000326000		ﾎｿﾀﾞ	ﾋﾃﾞｷ				
9	応用化学系	021	特任准教授	006	眞中	雄一	ま	まなか	ゆういち	3	Yuichi	Manaka	応用化学系	021	ライフエンジニアリングコース	003	応用化学系	021	応用化学コース	021																					触媒化学	Catalysis	再生可能エネルギー	Renewable energy	水素キャリア	Hydrogen carrier	二酸化炭素利用	Carbon dioxide utilisation	https://www.motokura.org/	https://www.motokura.org/english	key_rid=B000301449		ﾏﾅｶ	ﾕｳｲﾁ				
67	生命理工学系	024	教授	001	丸山	厚	ま	まるやま	あつし	3	Atsushi	Maruyama	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					生医学材料	Biomaterials	バイオコンジュゲート材料	Bioconjugate materials	ナノバイオテクノロジー	Nanobiotechnology	ドラッグデリバリーシステム	Drug delivery systems	http://mlab.bio.titech.ac.jp/index.html	http://mlab.bio.titech.ac.jp/index.html	key_rid=1000016064		ﾏﾙﾔﾏ	ｱﾂｼ				
67	生命理工学系	024	准教授	002	三浦	裕	ま	みうら	ゆたか	3	Yutaka	Miura	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					高分子創薬	Polymer-drug discovery	ナノバイオテクノロジー	Nanobiotechnology	薬物徐放	Controlled release	ドラッグデリバリースステム	DDS	http://www.bmw.res.titech.ac.jp/	http://www.bmw.res.titech.ac.jp/index-e.html	key_rid=B000369381		ﾐｳﾗ	ﾕﾀｶ				
68	生命理工学系	024	准教授	002	三重	正和	ま	みえ	まさやす	3	Masayasu	Mie	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					タンパク質工学	Protein engineering	バイオマテリアル	Biomaterials	細胞工学	Cellular engineering	バイオセンシング	Biosensing	http://www.neobio.bio.titech.ac.jp/ja/index.html	http://www.neobio.bio.titech.ac.jp/ja/english/index.html	key_rid=1000326034		ﾐｴ	ﾏｻﾔｽ				
69	生命理工学系	024	教授	001	三原	久和	ま	みはら	ひさかず	3	Hisakazu	Mihara	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					生命化学	Chemical biology	生物有機化学	Bioorganic chemistry	ペプチド工学	Peptide engineering	生体高分子化学	Biomolecular chemistry	http://www.mihara.bio.titech.ac.jp	http://www.mihara.bio.titech.ac.jp	key_rid=1000181817		ﾐﾊﾗ	ﾋｻｶｽﾞ				
71	応用化学系	021	助教	004	宮地	輝光	ま	みやじ	あきみつ	3	Akimitsu	Miyaji	応用化学系	021	ライフエンジニアリングコース	003																									生体触媒・酵素	Biocatalysts and enzymes	分子認識と生成物選択性発現	Molecular recognition for product selectivity	アルカン酸化反応	Alkane oxidation	生体内酸化ストレス	Oxidative stress	http://www.chemenv.titech.ac.jp/akm19/	http://www.chemenv.titech.ac.jp/akm19/	key_t2r2Rid=CTT100520007		ﾐﾔｼﾞ	ｱｷﾐﾂ				
72	生命理工学系	024	准教授	002	宮下	英三	ま	みやした	えいぞう	3	Eizo	Miyashita	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					システム神経生理学	System neurophysiology	神経情報処理	Neural information processing	運動制御	Motion control	脳情報読み出し	Decoding brain information	http://educ.titech.ac.jp/bio/news/2017_03/053623.html	http://educ.titech.ac.jp/bio/eng/news/2017_03/053624.html	key_rid=B000001688		ﾐﾔｼﾀ	ｴｲｿﾞｳ				
	生命理工学系	024	助教	004	宮永	一彦	ま	みやなが	かずひこ	3	Kazuhiko	Miyanaga	生命理工学系	024	ライフエンジニアリングコース	003																									生物化学工学	Biochemical engineering	環境生物工学	Environmental biotechnology	微生物生態学	Microbial ecology			http://www.biochemeng.bio.titech.ac.jp/index.html	http://www.biochemeng.bio.titech.ac.jp/e-index.html	key_rid=1000321728		ﾐﾔﾅｶﾞ	ｶｽﾞﾋｺ				
74	応用化学系	021	准教授	002	本倉	健	ま	もとくら	けん	3	Ken	Motokura	応用化学系	021	ライフエンジニアリングコース	003	応用化学系	021	応用化学コース	021																					触媒化学	Catalysis	有機化学	Organic chemistry	二酸化炭素変換	Carbon dioxide transformation	機能集積触媒表面	Multifunctional catalyst surface	https://www.motokura.org/	https://www.motokura.org/english	key_rid=6000021696		ﾓﾄｸﾗ	ｹﾝ				
75	生命理工学系	024	准教授	002	森	俊明	ま	もり	としあき	3	Toshiaki 	Mori	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																															key_rid=1000181821		ﾓﾘ	ﾄｼｱｷ				
76	材料系	020	教授	001	森川	淳子	ま	もりかわ	じゅんこ	3	Junko	Morikawa	材料系	020	ライフエンジニアリングコース	003	材料系	020	材料コース	020																					有機材料熱物性	Thermal properties of organic materials	温度波熱分析法	Temperature wave analysis	赤外線カメラによる可視化熱分析	Visual thermal analysis by IR camera	高分子成形工学	Polymer processing	http://www.morikawa.op.titech.ac.jp/research.html	http://www.morikawa.op.titech.ac.jp/english/index.html	key_rid=B000366505		ﾓﾘｶﾜ	ｼﾞｭﾝｺ				
	生命理工学系	024	助教	004	盛田	大輝	ま	もりた	たいき	3	Taiki	Morita	生命理工学系	024	ライフエンジニアリングコース	003																									有機合成化学	Organic synthesis	有機遷移金属化学	Organometallic chemistry	ケミカルバイオロジー	Chemical biology			http://syn.res.titech.ac.jp/	http://syn.res.titech.ac.jp/en/	key_rid=R000001972		ﾓﾘﾀ	ﾀｲｷ				
77	機械系	015	准教授	002	八木	透	や	やぎ	とおる	5	Touru	Yagi	機械系	015	ライフエンジニアリングコース	003	機械系	015	エンジニアリングデザインコース	002	機械系	015	機械コース	015																	医用生体工学	Biomedical engineering	神経工学	Neural engineering	ヒューマンインタフェース	Human interface	ロボット･システム工学	Robotics and system engineering	http://www.io.mei.titech.ac.jp/index-j.php	http://www.bme.mech.e.titech.ac.jp/	key_rid=5000072435		ﾔｷﾞ	ﾄｵﾙ				
78	生命理工学系	024	教授	001	柳田	保子	や	やなぎだ	やすこ	5	Yasuko	Yanagida	機械系	015	ライフエンジニアリングコース	003	機械系	015	機械コース	015	生命理工学系	024	ライフエンジニアリングコース	003																	バイオMEMS	BioMEMS	バイオ計測	Bioanalysis	生物機能工学	Biofunctional engineering	マイクロ/ナノシステム	Micro/Nano systems	http://www.yanagida.first.iir.titech.ac.jp/index.html	http://www.yanagida.first.iir.titech.ac.jp/index-e.html	key_rid=7000018126		ﾔﾅｷﾞﾀﾞ	ﾔｽｺ				
79	情報通信系	018	教授	001	山口	雅浩	や	やまぐち	まさひろ	5	Masahiro	Yamaguchi	情報通信系	018	ライフエンジニアリングコース	003	情報通信系	018	情報通信コース	018																					画像工学	Imaging technology	光工学	Optical engineering	医用カラー画像	Medical color images	ホログラフィー	Holography	http://www-oid.ip.titech.ac.jp/	http://www-oid.ip.titech.ac.jp/	key_rid=1000279135		ﾔﾏｸﾞﾁ	ﾏｻﾋﾛ				
	機械系	015	助教	004	山田	哲也	や	やまだ	てつや	5	Tetsuya	Yamada	機械系	015	ライフエンジニアリングコース	003																																			key_t2r2Rid=CTT100588258		ﾔﾏﾀﾞ	ﾃﾂﾔ				
80	機械系	015	准教授	002	山本	貴富喜	や	やまもと	たかとき	5	Takatoki	Yamamoto	機械系	015	機械コース	015	機械系	015	ライフエンジニアリングコース	003																													http://www.yocky.mech.e.titech.ac.jp/	http://www.yocky.mech.e.titech.ac.jp/index_e.html	key_rid=6000021703		ﾔﾏﾓﾄ	ﾀｶﾄｷ				
81	生命理工学系	024	教授	001	山本	直之	や	やまもと	なおゆき	5	Naoyuki	Yamamoto	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					機能性食品素材	Functional food materials	腸管センシング	Gut sensing 	乳酸菌	Lactic acid bacteria 			https://yamamoto-laboratory.org/#		key_rid=B000347753		ﾔﾏﾓﾄ	ﾅｵﾕｷ				
82	生命理工学系	024	教授	001	湯浅	英哉	や	ゆあさ	ひでや	5	Hideya	Yuasa	生命理工学系	024	生命理工学コース	024	生命理工学系	024	ライフエンジニアリングコース	003																					生物有機化学	Bioorganic chemistry	光化学	Photochemistry	糖化学	Carbohydrate chemistry	ナノテクノロジー	Nanotechnology	http://www.yuasa-lab.bio.titech.ac.jp/	http://www.yuasa-lab.bio.titech.ac.jp/	key_rid=1000181815		ﾕｱｻ	ﾋﾃﾞﾔ				
83	機械系	015	准教授	002	葭田	貴子	や	よしだ	たかこ	5	Takako	Yoshida	機械系	015	機械コース	015	機械系	015	ライフエンジニアリングコース	003																					脳科学	Brain science	感覚知覚情報処理	Human perception and psychphysics	視覚・触覚マルチモーダル情報提示機器	Visuo-haptic multimodal man-machine interface	注意・不注意	Attention/Inattention	http://www.mep.titech.ac.jp/~yoshidat/indexj.html	http://www.mep.titech.ac.jp/~yoshidat/	key_rid=B000239200		ﾖｼﾀﾞ	ﾀｶｺ				
84	生命理工学系	024	助教	004	吉田	啓亮	や	よしだ	けいすけ	5	Keisuke	Yoshida	生命理工学系	024	ライフエンジニアリングコース	003																									植物生化学	Plant biochemistry	植物生理学	Plant physiology					http://www.res.titech.ac.jp/~junkan/Hisabori_HomePage/index.html		key_t2r2Rid=CTT100635351		ﾖｼﾀﾞ	ｹｲｽｹ				
85	情報通信系	018	准教授	002	吉村	奈津江	や	よしむら	なつえ	5	Natsue 	Yoshimura	情報通信系	018	ライフエンジニアリングコース	003	情報通信系	018	情報通信コース	018																															key_rid=B000002901		ﾖｼﾑﾗ	ﾅﾂｴ				
86	生命理工学系	024	准教授	002	若林	憲一	わ	わかばやし	けんいち	5	Ken-ichi	Wakabayashi	生命理工学系	024	ライフエンジニアリングコース	003	生命理工学系	024	生命理工学コース	024																					細胞運動	Cell motility	鞭毛・繊毛	Cilia and flagella	緑藻の光行動	Photomovement of green algae	レドックス制御	Redox regulation	http://www.res.titech.ac.jp/~junkan/Hisabori_HomePage/index.html	http://www.res.titech.ac.jp/~junkan/Hisabori_HomePageE/index.html	key_rid=B000003687		ﾜｶﾊﾞﾔｼ	ｹﾝｲﾁ				
110	応用化学系	021	准教授	002	和田	裕之	わ	わだ	ひろゆき	5	Hiroyuki	Wada	応用化学系	021	エネルギーコース	001	応用化学系	021	ライフエンジニアリングコース	003	応用化学系	021	応用化学コース	021																	光機能化学	Photofunctional chemistry	ナノ材料	Nano material	レーザー	Laser			http://www.wada.iem.titech.ac.jp/new/	http://www.wada.iem.titech.ac.jp/new/english/	key_rid=5000093253		ﾜﾀﾞ	ﾋﾛﾕｷ				
	電気電子系	017	助教	004	和田	有司	わ	わだ	ゆうじ	5	Yuji	Wada	電気電子系	017	ライフエンジニアリングコース	003																									超音波工学	Ultrasonic engineering	非線形音響	Nonlinear acoustics	トポロジー最適化	Topology optimization			https://www.nakamura.pi.titech.ac.jp/	https://www.nakamura.pi.titech.ac.jp/	key_t2r2Rid=CTT100515555		ﾜﾀﾞ	ﾕｳｼﾞ				
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
