index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	経営工学系	019	助教	004	ホー	バック	は	ほー	ばっく	2	Q. Bach	Ho	経営工学系	019	エンジニアリングデザインコース	002																									サービスマーケティング	Service marketing	ウェルビーイング	Well-being	エスノグラフィー	Ethnography	向社会的行動	Prosocial behavior	http://jptsr.net/	http://jptsr.net/	key_rid=B000299127		ﾎｰ	ﾊﾞｯｸ			
	融合理工学系	027	准教授	002	ホープ	トム	は	ほーぷ	とむ	2	Tom	Hope	融合理工学系	027	地球環境共創コース	027	融合理工学系	027	エンジニアリングデザインコース	002																					社会学	Sociology	ヒューマンコンピュータインタラクション	Human-computer interaction	質的研究法	Qualitative research methodologies	エスノメソドロジー	Ethnomethodology	http://labhope.com/	http://labhope.com/	key_rid=6000021771		ﾎｰﾌﾟ	ﾄﾑ			
	機械系	015	助教	004	舛屋	賢	ま	ますや	けん	3	Ken	Masuya	機械系	015	エンジニアリングデザインコース	002																									運動推定	Motion estimation	ソフトアクチュエータ	Soft actuator	ロボット工学	Robotics			http://www.hcds.mech.e.titech.ac.jp/		key_t2r2Rid=CTT100761322		ﾏｽﾔ	ｹﾝ			
	機械系	015	准教授	002	松村	茂樹	ま	まつむら	しげき	3	Shigeki	Matsumura	機械系	015	エンジニアリングデザインコース	002	機械系	015	機械コース	015																					振動・音響計測	Measurement of sound and vibration	低振動設計	Low vibration design	動力伝達系	Power transmission system	省エネルギー化	Energy reduction	http://www.ds.pi.titech.ac.jp/	http://www.ds.pi.titech.ac.jp/english/	key_rid=1000181778		ﾏﾂﾑﾗ	ｼｹﾞｷ			
	機械系	015	准教授	002	水谷	義弘	ま	みずたに	よしひろ	3	Yoshihiro	Mizutani	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002																					非破壊検査	Non-destructive inspection	構造健全性評価	Structural integrity evaluation	複合材料	Composite materials	信号処理	Signal processing	http://www.fracture.mech.e.titech.ac.jp/index-j.html	http://www.fracture.mech.e.titech.ac.jp/	key_rid=1000261838		ﾐｽﾞﾀﾆ	ﾖｼﾋﾛ			
	建築学系	025	准教授	002	村田	涼	ま	むらた	りょう	3	Ryo	Murata	建築学系	025	建築学コース	025	建築学系	025	エンジニアリングデザインコース	002																					環境建築	Environmental architecture	パッシブソーラーデザイン	Passive solar design	建築設計	Architectural design	建築計画	Architectural planning	http://www.arch.titech.ac.jp/murata/	http://www.arch.titech.ac.jp/murata/	key_rid=6000012457		ﾑﾗﾀ	ﾘｮｳ			
	機械系	015	准教授	002	八木	透	や	やぎ	とおる	5	Touru	Yagi	機械系	015	ライフエンジニアリングコース	003	機械系	015	機械コース	015	融合理工学系	027	エンジニアリングデザインコース	002																	医用生体工学	Biomedical engineering	神経工学	Neural engineering	ヒューマンインタフェース	Human interface	ロボット･システム工学	Robotics and system engineering	http://www.io.mei.titech.ac.jp/index-j.php	http://www.bme.mech.e.titech.ac.jp/	key_rid=5000072435		ﾔｷﾞ	ﾄｵﾙ			
	建築学系	025	教授	001	安田	幸一	や	やすだ	こういち	5	Koichi	Yasuda	建築学系	025	建築学コース	025	建築学系	025	エンジニアリングデザインコース	002																															key_rid=5000039852		ﾔｽﾀﾞ	ｺｳｲﾁ			
	システム制御系	016	准教授	002	山北	昌毅	や	やまきた	まさき	5	Masaki	Yamakita	システム制御系	016	システム制御コース	016	システム制御系	016	エンジニアリングデザインコース	002																					制御工学	Control engineering	ロボティックス	Robotics	適応・学習	Adaptive Learning			http://www.ac.ctrl.titech.ac.jp/	http://www.ac.ctrl.titech.ac.jp/	key_rid=1000181734		ﾔﾏｷﾀ	ﾏｻｷ			
	機械系	015	准教授	002	山﨑	敬久	や	やまざき	たかひさ	5	Takahisa	Yamazaki	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002																					接合	Joining	ダイヤモンド	Diamond	溶接	Welding	炭素材料	Carbon material			key_rid=5000064997		ﾔﾏｻﾞｷ	ﾀｶﾋｻ			
	建築学系	025	准教授	002	湯淺	和博	や	ゆあさ	かずひろ	5	Kazuhiro	Yuasa	建築学系	025	建築学コース	025	建築学系	025	エンジニアリングデザインコース	002																					建築設備	Building services	建築環境工学	Environmental engineering	エネルギー消費	Energy consumption	省エネルギー	Energy conservation			key_rid=1000015567		ﾕｱｻ	ｶｽﾞﾋﾛ			
	機械系	015	准教授	002	吉岡	勇人	や	よしおか	はやと	5	Hayato	Yoshioka	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002																					超精密加工学	Ultraprecision machining 	ナノモーションシステム	Nanomotion system	インプロセス加工計測	In-process machining and measurement	ナノ加工の能動制御	Motion control of nanomachining	http://www.chitose.mep.titech.ac.jp/	http://www.chitose.mep.titech.ac.jp/	key_rid=5000064962		ﾖｼｵｶ	ﾊﾔﾄ			
	機械系	015	教授	001	吉田	和弘	や	よしだ	かずひろ	5	Kazuhiro	Yoshida	機械系	015	エンジニアリングデザインコース	002	機械系	015	エネルギーコース	001	機械系	015	機械コース	015																	マイクロロボティクス	Microrobotics	アクチュエータ	Actuators	機能性流体	Functional fluids	メカトロニクス	Mechatronics	http://yoshida-www.pi.titech.ac.jp/yoshida_lab/top.html	http://yoshida-www.pi.titech.ac.jp/yoshida_lab/top_e.html	key_rid=1000015746		ﾖｼﾀﾞ	ｶｽﾞﾋﾛ			
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
