index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
65	機械系	015	准教授	002	中野	寛	な	なかの	ゆたか	3	Yutaka	Nakano	機械系	015	機械コース	015																									自励振動	Self-excited vibration	ブレーキ鳴き	Brake squeal	びびり振動	Chatter	動吸振器	Dynamic absorber	http://www.vib-eng.mech.e.titech.ac.jp/ja/index.html	http://www.vib-eng.mech.e.titech.ac.jp/en/index.html	key_rid=B000227510		ﾅｶﾉ	ﾕﾀｶ				
	電気電子系	017	特任教授	005	中村	裕司	な	なかむら	ひろし	3	Hiroshi	Nakamura	電気電子系	017	電気電子コース	017	機械系	015	機械コース	015																					協働ロボット	Collaborative robot	軽量アクチュエータ	Lightweight actuator	メカトロニクス	Mechatronics	モーション制御	Motion control			key_t2r2Rid=CTT100826824		ﾅｶﾑﾗ	ﾋﾛｼ				
66	機械系	015	助教	004	難波江	裕之	な	なばえ	ひろゆき	3	Hiroyuki	Nabae	機械系	015	機械コース	015																									メカトロニクス	Mechatronics	アクチュエータ	Actuator	ロボティクス	Robotics			http://www-robot.mes.titech.ac.jp/home.html		key_t2r2Rid=CTT100685303		ﾅﾊﾞｴ	ﾋﾛﾕｷ				
67	機械系	015	准教授	002	西迫	貴志	な	にしさこ	たかし	3	Takasi	Nisisako	機械系	015	機械コース	015																									マイクロ・ナノ流体	Micro/nanofluidics	界面科学	Interface science	機能性微粒子設計	Functional particles design	マイクロ化学・生化学分析デバイス	MicroTAS / Lab on a chip	http://www.nis.first.iir.titech.ac.jp/index.html	http://www.nis.first.iir.titech.ac.jp/en/index.html	key_rid=6000012470		ﾆｼｻｺ	ﾀｶｼ				
67	機械系	015	教授	001	西田	佳史	な	にしだ	よしふみ	3	Yoshifumi	Nishida	機械系	015	エンジニアリングデザインコース	002																									生活セントリックデザイン	Living Centric Design	人間情報学	Human Informatics	人工知能	Artificial Intelligence	IoT	IoT			key_rid=5000087632		ﾆｼﾀﾞ	ﾖｼﾌﾐ				
68	機械系	015	教授	001	野崎	智洋	な	のざき	ともひろ	3	Tomohiro	Nozaki	機械系	015	エネルギーコース	001	機械系	015	機械コース	015																					エネルギー工学	Energy engineering	熱工学	Thermal engineering	プラズマ材料科学	Plasma materials science	反応工学	Reaction engineering	http://www.nano-silicon.com/ats/	http://www.nano-silicon.com/ats/index-e.html	key_rid=1000279279		ﾉｻﾞｷ	ﾄﾓﾋﾛ				
69	機械系	015	特定准教授	010	野田	篤司	な	のだ	あつし	3	Atsushi	Noda	機械系	015	機械コース	015																																					ﾉﾀﾞ	ｱﾂｼ				
70	機械系	015	准教授	002	長谷川	純	は	はせがわ	じゅん	2	Jun	Hasegawa	融合理工学系	027	原子核工学コース	004	機械系	015	機械コース	015	機械系	015	エネルギーコース	001																	量子ビーム科学	Quantum beam science	プラズマ科学	Plasma science	ナノ・マイクロ科学	Nano micro science	高エネルギー密度科学	High energy density science	http://www.lane.iir.titech.ac.jp/~jhasegaw/	http://www.lane.iir.titech.ac.jp/~jhasegaw/	key_rid=1000275178		ﾊｾｶﾞﾜ	ｼﾞｭﾝ				
71	機械系	015	教授	001	初澤	毅	は	はつざわ	たけし	2	Takeshi	Hatsuzawa	機械系	015	ライフエンジニアリングコース	003	機械系	015	機械コース	015																					バイオMEMS	Bio-MEMS	バイオ応用ナノメカ創成	Bio-inspired nano-mechanism	バイオ計測・診断	Bio-assay，diagnosis	MEMS/NEMSプロセス	MEMS/NEMS process	http://www.hat.first.iir.titech.ac.jp/		key_rid=1000181776		ﾊﾂｻﾞﾜ	ﾀｹｼ				
72	機械系	015	教授	001	花村	克悟	は	はなむら	かつのり	2	Katsunori	Hanamura	機械系	015	エネルギーコース	001	機械系	015	機械コース	015																					熱工学	Thermal engineering	近接場ふく射輸送	Near-field radiation transfer	電気化学（固体酸化物燃料電池）	Electrochemistry (Solid oxide fuel cell)	ディーゼル排ガス処理	After treatment for diesel engine	http://www.tanso.mech.e.titech.ac.jp/hanamura/index-j.html	http://www.tanso.mech.e.titech.ac.jp/hanamura/index-e.html	key_rid=5000064975		ﾊﾅﾑﾗ	ｶﾂﾉﾘ				
74	システム制御系	016	准教授	002	原	精一郎	は	はら	せいいちろう	2	Seiichiro	Hara	システム制御系	016	システム制御コース	016	機械系	015	機械コース	015																					表面形状計測	Surface ｍetrology	計測情報処理	Measurement information processing	品質工学	Quality engineering	加工計測	Process measurement	http://www.mips.mei.titech.ac.jp	http://www.mips.mei.titech.ac.jp	key_rid=1000325551		ﾊﾗ	ｾｲｲﾁﾛｳ				
75	機械系	015	准教授	002	土方	亘	は	ひじかた	わたる	2	Wataru	Hijikata	機械系	015	エンジニアリングデザインコース	002	機械系	015	機械コース	015																					電磁アクチュエータ	Electromagnetic actuator	医療デバイス	Medical device	体内エネルギーハーベスティング	In vivo energy harvestng	ワイヤレス給電	Wireless power transmission	http://www.hcds.mech.e.titech.ac.jp/		key_t2r2Rid=CTT100514739		ﾋｼﾞｶﾀ	ﾜﾀﾙ				
76	機械系	015	教授	001	平井	秀一郎	は	ひらい	しゅういちろう	2	Shuichiro	Hirai	機械系	015	機械コース	015	機械系	015	エネルギーコース	001																					燃料電池	Fuel cell	リチウム空気電池	Lithium-air battery	吸着式ヒートポンプ	Absorption heat pump	CO2地中隔離	CO2 geological sequestration	http://www.tanso.mech.e.titech.ac.jp/H&T/index.html	http://www.tanso.mech.e.titech.ac.jp/H&T/index.html	key_rid=7000018084		ﾋﾗｲ	ｼｭｳｲﾁﾛｳ				
77	機械系	015	教授	001	平田	敦	は	ひらた	あつし	2	Atsushi	Hirata	機械系	015	機械コース	015	システム制御系	016	システム制御コース	016																					表面工学	Surface engineering	薄膜工学	Thin film technology	トライボロジー	Tribology	材料加工	Materials processing	http://www.surfeng.mech.e.titech.ac.jp/		key_rid=1000181735		ﾋﾗﾀ	ｱﾂｼ				
78	機械系	015	助教	004	平田	祐樹	は	ひらた	ゆうき	2	Yuki	Hirata	機械系	015	機械コース	015																																			key_t2r2Rid=CTT100763084		ﾋﾗﾀ	ﾕｳｷ				
79	機械系	015	准教授	002	伏信	一慶	は	ふしのぶ	かずよし	2	Kazuyoshi	Fushinobu	機械系	015	機械コース	015	機械系	015	エネルギーコース	001																					エネルギー・熱工学	Energy and thermal engineering	燃料電池・水素製造	Fuel cell and hydrogen production	微細加工・レーザ応用	Micro/nano-processing and laser applications	エネルギー変換・電子機器実装	Energy conversion/Electronics packaging	http://www.f-epl.mech.e.titech.ac.jp/Site/Index.html	http://www.f-epl.mech.e.titech.ac.jp/english/Index-E.html	key_rid=1000181728		ﾌｼﾉﾌﾞ	ｶｽﾞﾖｼ				
80	機械系	015	准教授	002	古谷	寛	は	ふるや	ひろし	2	Hiroshi	Furuya	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002	建築学系	025	都市・環境学コース	006																	展開構造物の概念と力学特性	Concept and mechanics of deployable structures	高機能宇宙構造物	Advanced space structures	構造最適設計	Structural analysys and cptimum design	宇宙環境下における形態創出	Morphology in space environment	http://www.sse.mech.e.titech.ac.jp/cgi-bin/fswiki/index.cgi?page=SSMA+Top		key_rid=1000181784		ﾌﾙﾔ	ﾋﾛｼ				
81	機械系	015	助教	004	寳積	勉	は	ほづみ	つとむ	2	Tsutomu	Hozumi	機械系	015	機械コース	015																									過冷却	Supercooling	蓄熱	Thermal energy storage 	熱物性	Thermophysical properties					key_rid=1000222054		ﾎﾂﾞﾐ	ﾂﾄﾑ				
83	機械系	015	特任准教授	006	松浦	大輔	ま	まつうら	だいすけ	3	Daisuke	Matsuura	機械系	015	機械コース	015																									機械要素の解析と設計	Analysis and design of mechanical elements	ロボティクス	Robotics	メカトロニクス	Mechatronics	画像計測	Visual measurement			key_rid=5000093822		ﾏﾂｳﾗ	ﾀﾞｲｽｹ				
	機械系	015	助教	004	松下	真太郎	ま	まつした	しんたろう	3	Shintaro	Matsushita	機械系	015	機械コース	015																																			key_rid=R000003399		ﾏﾂｼﾀ	ｼﾝﾀﾛｳ				
84	機械系	015	教授	001	松永	三郎	ま	まつなが	さぶろう	3	Saburo	Matunaga	機械系	015	機械コース	015																									宇宙システム工学	Space systems engineering	超小型衛星	Nano/Small satellite	宇宙ロボティクスと構造・機構	Space robotics and structure/Mechanism	ダイナミクスと制御	Dynamics and control	http://lss.mes.titech.ac.jp/	http://lss.mes.titech.ac.jp/index_e.html	key_rid=1000279179		ﾏﾂﾅｶﾞ	ｻﾌﾞﾛｳ				
85	機械系	015	准教授	002	松村	茂樹	ま	まつむら	しげき	3	Shigeki	Matsumura	機械系	015	エンジニアリングデザインコース	002	機械系	015	機械コース	015																					振動・音響計測	Measurement of sound and vibration	低振動設計	Low vibration design	動力伝達系	Power transmission system	省エネルギー化	Energy reduction	http://www.ds.pi.titech.ac.jp/	http://www.ds.pi.titech.ac.jp/english/	key_rid=1000181778		ﾏﾂﾑﾗ	ｼｹﾞｷ				
	機械系	015	講師	003	三浦	智	ま	みうら	さとし	3	Satoshi	Miura	機械系	015	機械コース	015																									ヒューマンマシンインタフェース	Human-machine interface	ブレインマシンインタフェース	Brain-machine interface	医療ロボティクス	Medical robotics	福祉ロボティクス	Welfare robotics	https://sites.google.com/view/satoshi-miura	https://sites.google.com/view/satoshi-miura	key_rid=B000233577		ﾐｳﾗ	ｻﾄｼ				
86	機械系	015	准教授	002	水谷	義弘	ま	みずたに	よしひろ	3	Yoshihiro	Mizutani	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002																					非破壊検査	Non-destructive inspection	構造健全性評価	Structural integrity evaluation	複合材料	Composite materials	信号処理	Signal processing	http://www.fracture.mech.e.titech.ac.jp/index-j.html	http://www.fracture.mech.e.titech.ac.jp/	key_rid=1000261838		ﾐｽﾞﾀﾆ	ﾖｼﾋﾛ				
113	機械系	015	助教	004	源	勇気	ま	みなもと	ゆうき	3	Yuki	Minamoto	機械系	015	エネルギーコース	001	機械系	015	機械コース	015																					乱流燃焼	Turbulent combustion	数値流体力学	Computational fluid dynamics	計算科学	Computational science	自然災害シミュレーション	Natural disaster simulations	http://www.reactiveflows.mech.e.titech.ac.jp/	http://www.reactiveflows.mech.e.titech.ac.jp/index_en.html	key_t2r2Rid=CTT100512175		ﾐﾅﾓﾄ	ﾕｳｷ				
87	機械系	015	准教授	002	村上	陽一	ま	むらかみ	よういち	3	Yoichi	Murakami	機械系	015	機械コース	015	機械系	015	エネルギーコース	001																					分子エネルギー工学	Molecular energy engineering	熱流体工学	Thermal and fluid engineering	変換機能マテリアル創出	Creation of functional materials for conversions	マルチスケール輸送現象の解明と設計	Elucidation and design of transport phenomena in multi-scale	http://www.mee.mech.e.titech.ac.jp/	http://www.mee.mech.e.titech.ac.jp/index-e.html	key_rid=6000021733		ﾑﾗｶﾐ	ﾖｳｲﾁ				
88	機械系	015	助教	004	桃園	聡	ま	ももぞの	さとし	3	Satoshi	Momozono	機械系	015	機械コース	015																									トライボロジー	Tribology	摩擦	Friction	潤滑	Lubrication	機械要素	Machinel elements			key_rid=1000279177		ﾓﾓｿﾞﾉ	ｻﾄｼ				
89	機械系	015	准教授	002	八木	透	や	やぎ	とおる	5	Touru	Yagi	機械系	015	ライフエンジニアリングコース	003	機械系	015	エンジニアリングデザインコース	002	機械系	015	機械コース	015																	医用生体工学	Biomedical engineering	神経工学	Neural engineering	ヒューマンインタフェース	Human interface	ロボット･システム工学	Robotics and system engineering	http://www.io.mei.titech.ac.jp/index-j.php	http://www.bme.mech.e.titech.ac.jp/	key_rid=5000072435		ﾔｷﾞ	ﾄｵﾙ				
90	機械系	015	助教	004	安井	位夫	や	やすい	たかお	5	Takao	Yasui	機械系	015	機械コース	015																									設計工学	Design engineering	工学教育	Engineering education							key_rid=1000015363		ﾔｽｲ	ﾀｶｵ				
91	生命理工学系	024	教授	001	柳田	保子	や	やなぎだ	やすこ	5	Yasuko	Yanagida	機械系	015	ライフエンジニアリングコース	003	機械系	015	機械コース	015	生命理工学系	024	ライフエンジニアリングコース	003																	バイオMEMS	BioMEMS	バイオ計測	Bioanalysis	生物機能工学	Biofunctional engineering	マイクロ/ナノシステム	Micro/Nano systems	http://www.yanagida.first.iir.titech.ac.jp/index.html	http://www.yanagida.first.iir.titech.ac.jp/index-e.html	key_rid=7000018126		ﾔﾅｷﾞﾀﾞ	ﾔｽｺ				
92	機械系	015	教授	001	山浦	弘	や	やまうら	ひろし	5	Hiroshi	Yamaura	機械系	015	機械コース	015																																	http://www.dycon.mech.e.titech.ac.jp		key_t2r2Rid=CTT100380627		ﾔﾏｳﾗ	ﾋﾛｼ				
93	機械系	015	准教授	002	山﨑	敬久	や	やまざき	たかひさ	5	Takahisa	Yamazaki	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002																					接合	Joining	ダイヤモンド	Diamond	溶接	Welding	炭素材料	Carbon material			key_rid=5000064997		ﾔﾏｻﾞｷ	ﾀｶﾋｻ				
94	機械系	015	准教授	002	山本	貴富喜	や	やまもと	たかとき	5	Takatoki	Yamamoto	機械系	015	機械コース	015	機械系	015	ライフエンジニアリングコース	003																													http://www.yocky.mech.e.titech.ac.jp/		key_rid=6000021703		ﾔﾏﾓﾄ	ﾀｶﾄｷ				
95	機械系	015	准教授	002	吉岡	勇人	や	よしおか	はやと	5	Hayato	Yoshioka	機械系	015	機械コース	015	機械系	015	エンジニアリングデザインコース	002																					超精密加工学	Ultraprecision machining 	ナノモーションシステム	Nanomotion system	インプロセス加工計測	In-process machining and measurement	ナノ加工の能動制御	Motion control of nanomachining	http://www.chitose.mep.titech.ac.jp/	http://www.chitose.mep.titech.ac.jp/	key_rid=5000064962		ﾖｼｵｶ	ﾊﾔﾄ				
96	機械系	015	教授	001	吉田	和弘	や	よしだ	かずひろ	5	Kazuhiro	Yoshida	機械系	015	エンジニアリングデザインコース	002	機械系	015	エネルギーコース	001	機械系	015	機械コース	015																	マイクロロボティクス	Microrobotics	アクチュエータ	Actuators	機能性流体	Functional fluids	メカトロニクス	Mechatronics	http://yoshida-www.pi.titech.ac.jp/yoshida_lab/top.html	http://yoshida-www.pi.titech.ac.jp/yoshida_lab/top_e.html	key_rid=1000015746		ﾖｼﾀﾞ	ｶｽﾞﾋﾛ				
97	機械系	015	准教授	002	葭田	貴子	や	よしだ	たかこ	5	Takako	Yoshida	機械系	015	機械コース	015	機械系	015	ライフエンジニアリングコース	003																					脳科学	Brain science	感覚知覚情報処理	Human perception and psychphysics	視覚・触覚マルチモーダル情報提示機器	Visuo-haptic multimodal man-machine interface	注意・不注意	Attention/Inattention	http://www.mep.titech.ac.jp/~yoshidat/indexj.html	http://www.mep.titech.ac.jp/~yoshidat/	key_rid=B000239200		ﾖｼﾀﾞ	ﾀｶｺ				
98	機械系	015	教授	001	吉野	雅彦	や	よしの	まさひこ	5	Masahiko	Yoshino	機械系	015	機械コース	015																									超微細加工	Nano/micro manufacturing	機能表面・機能材料の開発	Functional surface/functional material	加工学	Manufacturing technology	高圧環境加工	High pressure machininig 	http://www.yocky.mech.e.titech.ac.jp/		key_rid=1000015411		ﾖｼﾉ	ﾏｻﾋｺ				
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
