index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
27	情報通信系	018	教授	001	高村	大也	た	たかむら	ひろや	4	Hiroya	Takamura	情報通信系	018	情報通信コース	018																									計算言語学	Computational linguistics	自然言語処理	Natural language processing	人工知能	Artificial intelligence	機械学習	Machine learning	http://www.lr.pi.titech.ac.jp/~takamura/index_j.html	http://www.lr.pi.titech.ac.jp/~takamura/index.html	key_rid=5000065008		ﾀｶﾑﾗ	ﾋﾛﾔ		
28	電気電子系	017	准教授	002	田原	麻梨江	た	たばる	まりえ	4	Marie	Tabaru	電気電子系	017	ライフエンジニアリングコース	003	電気電子系	017	電気電子コース	017	情報通信系	018	情報通信コース	018																	音響工学	Acoustic engineering	計測工学	Measurement engineering	医療超音波	Medical ultrasound	食品科学	Food science	http://tbr.first.iir.titech.ac.jp	http://tbr.first.iir.titech.ac.jp/en/	key_t2r2Rid=CTT100660094		ﾀﾊﾞﾙ	ﾏﾘｴ		
29	情報通信系	018	助教	004	田湯	智	た	たゆ	さとし	4	Satoshi	Tayu	情報通信系	018	情報通信コース	018																									組み合わせ最適化	Combinatorial optimization	グラフ・アルゴリズム	Graph algorithm					http://www.eda.ce.titech.ac.jp/index.html	http://www.eda.ce.titech.ac.jp/index_en.html	key_rid=1000222812		ﾀﾕ	ｻﾄｼ		
	情報通信系	018	助教	004	チュ	ヴァン ティエム	た	ちゅ	ヴぁん てぃえむ	1	Van Thiem	Chu	情報通信系	018	情報通信コース	018																																			key_rid=B000363341		ﾁｭ	ｳﾞｧﾝ ﾃｨｴﾑ		
52	情報通信系	018	助教	004	張	裕淵	た	ちょう	ゆうえん	1	Yuyuan	Chang 	情報通信系	018	情報通信コース	018																									無線通信システム	Wireless communication systems	ミリ波通信システム	Millimeter wave communication systems					http://www.radio.ss.titech.ac.jp/	http://www.radio.ss.titech.ac.jp/	key_rid=R000007761		ﾁｮｳ	ﾕｳｴﾝ		
	情報通信系	018	准教授	002	永井	岳大	な	ながい 	たけひろ	3	Takehiro	Nagai	情報通信系	018	ライフエンジニアリングコース	003	情報通信系	018	情報通信コース	018																													https://sites.google.com/view/tokyotech-ice-nagailab/	https://sites.google.com/view/tokyotech-ice-nagailab-e/	key_rid=5000085910		ﾅｶﾞｲ 	ﾀｹﾋﾛ		
50	情報通信系	018	准教授	002	中原	啓貴	な	なかはら	ひろき	3	Hiroki	Nakahara 	情報通信系	018	情報通信コース	018																									FPGA	FPGA	リコンフィギャラブルシステム	Reconfigurable architecture	電波望遠鏡用信号処理装置	Radio telescoope	機械学習応用	Machine learning	http://www.hirokinakaharaoboe.net/index-j.html	http://www.hirokinakaharaoboe.net/index_e.html	key_rid=6000025198		ﾅｶﾊﾗ	ﾋﾛｷ		
31	電気電子系	017	教授	001	中村	健太郎	な	なかむら	けんたろう	3	Kentaro	Nakamura	電気電子系	017	ライフエンジニアリングコース	003	電気電子系	017	電気電子コース	017	情報通信系	018	情報通信コース	018																	圧電超音波デバイス	Applied acoustic devices	光・超音波センシング	Optical and acoustic sensing	光ファイバセンサ	Optical fiber sensor			http://www.nakamura.pi.titech.ac.jp/	http://www.nakamura.pi.titech.ac.jp/	key_rid=1000015740		ﾅｶﾑﾗ	ｹﾝﾀﾛｳ		
32	情報通信系	018	教授	001	中本	高道	な	なかもと	たかみち	3	Takamichi	Nakamoto	情報通信系	018	情報通信コース	018	電気電子系	017	電気電子コース	017	情報通信系	018	ライフエンジニアリングコース	003																	知覚情報処理	Intelligent information processing	ヒューマン嗅覚インタフェース	Human olfactory interface	嗅覚ディスプレイ	Olfactory display	嗅覚センサ	Olfactory sensor	http://silvia.mn.ee.titech.ac.jp/	http://silvia.mn.ee.titech.ac.jp/html_en/index_en.html	key_rid=1000015444		ﾅｶﾓﾄ	ﾀｶﾐﾁ		
33	情報通信系	018	教授	001	中山	実	な	なかやま	みのる	3	Minoru	Nakayama	情報通信系	018	情報通信コース	018	システム制御系	016	システム制御コース	016	社会・人間科学系	028	社会・人間科学コース	028																	ヒューマンファクタ	Human factors	知覚認知	Visual perception	言語理解	Language processing	教育工学	Educational technology	http://www.nk.cradle.titech.ac.jp/~nakayama/index.html	http://www.nk.cradle.titech.ac.jp/~nakayama/index_e.html	key_rid=7000017909		ﾅｶﾔﾏ	ﾐﾉﾙ		
