index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	建築学系	025	准教授	002	斎尾	直子	さ	さいお	なおこ	4	Naoko	Saio	建築学系	025	建築学コース	025																									建築計画	Architectural planning	学校施設計画	School and campus planning	都市計画	Urban planning	農村計画	Rural planning	http://www.rcef.gh4.titech.ac.jp/saio/	http://www.rcef.gh4.titech.ac.jp/saio/	key_rid=1000279203		ｻｲｵ	ﾅｵｺ				
	建築学系	025	教授	001	坂田	弘安	さ	さかた	ひろやす	4	Hiroyasu	Sakata	建築学系	025	建築学コース	025	建築学系	025	都市・環境学コース	006																					コンクリート構造	Concrete structure	木質構造	Timber structure	制振構造	Passive control structure	耐震設計	Seismic design	http://www.sakata-lab.arch.titech.ac.jp/	http://www.sakata-lab.arch.titech.ac.jp/	key_rid=1000101859		ｻｶﾀ	ﾋﾛﾔｽ				
	建築学系	025	助教	004	佐々木	啓	さ	ささき	けい	4	Kei	Sasaki	建築学系	025	建築学コース	025																									建築意匠・建築設計	Architectural design	建築構成論	Compositional study in architecture							key_t2r2Rid=CTT100514021		ｻｻｷ	ｹｲ				
	建築学系	025	准教授	002	佐藤	大樹	さ	さとう	だいき	4	Daiki	Sato	建築学系	025	建築学コース	025	建築学系	025	都市・環境学コース	006																					制振構造	Response control building	免震構造	Seismically isolated building	耐風設計	Wind-resistant design			https://sites.google.com/site/daikisatotokyotech/	https://sites.google.com/site/daikisatotokyotech/	key_rid=5000040177		ｻﾄｳ	ﾀﾞｲｷ				
	建築学系	025	准教授	002	塩崎	太伸	さ	しおざき	たいしん	4	Taishin	Shiozaki	建築学系	025	建築学コース	025																									建築設計	Architectural design	建築意匠論	Architectural theory	都市論	Theory of urban design			http://shiozaki.main.jp	http://shiozaki.main.jp	key_rid=5000065048		ｼｵｻﾞｷ	ﾀｲｼﾝ				
	建築学系	025	教授	001	竹内	徹	た	たけうち	とおる	4	Toru	Takeuchi	建築学系	025	建築学コース	025																									構造デザイン	Structural design	鋼構造	Steel structure	空間構造	Spatial structure	応答制御構造	Response control structure	http://www.arch.titech.ac.jp/Takeuti_Lab/index.html	http://www.arch.titech.ac.jp/Takeuti_Lab/index(e).html	key_rid=5000064960		ﾀｹｳﾁ	ﾄｵﾙ				
	建築学系	025	助教	004	立花	美緒	た	たちばな	みお	4	Mio	Tachibana	建築学系	025	建築学コース	025																									建築計画	Architectural planning	建築設計	Architectural design							key_t2r2Rid=CTT100670123		ﾀﾁﾊﾞﾅ	ﾐｵ				
	建築学系	025	助教	004	巽	信彦	た	たつみ	のぶひこ	4	Nobuhiko	Tatsumi	建築学系	025	建築学コース	025																									建築構造	Building structure	鋼構造	Steel structure	耐震工学	Seismic engineering	構造実験	Structural experiment	http://www.udprc.first.iir.titech.ac.jp/~kishikilab/	http://www.udprc.first.iir.titech.ac.jp/~kishikilab/	key_t2r2Rid=CTT100771398		ﾀﾂﾐ	ﾉﾌﾞﾋｺ				
	建築学系	025	准教授	002	田村	修次	た	たむら	しゅうじ	4	Shuji	Tamura	建築学系	025	建築学コース	025																									建築基礎構造	Building foundations	地盤地震工学	Geotechnical earthquake engineering	液状化	Soil liquefaction	地盤と構造物の相互作用	Soil-strucrure interactions	http://www17.plala.or.jp/Tamura_TokyoTech/index.html		key_rid=5000081291		ﾀﾑﾗ	ｼｭｳｼﾞ				
	建築学系	025	特定教授	009	丹沢	広行	た	たんざわ	ひろゆき	4	Hiroyuki	Tanzawa	建築学系	025	建築学コース	025																																					ﾀﾝｻﾞﾜ	ﾋﾛﾕｷ				
	建築学系	025	教授	001	塚本	由晴	た	つかもと	よしはる	4	Yoshiharu	Tsukamoto	建築学系	025	建築学コース	025																									建築意匠・建築設計	Architectural design	建築構成論	Compositional study in architecture	建築・都市論	Architectural and urban theory	ふるまい学	Behaviorology			key_rid=1000203918		ﾂｶﾓﾄ	ﾖｼﾊﾙ				
	建築学系	025	助教	004	寺澤	友貴	た	てらざわ	ゆうき	4	Yuki	Terazawa	建築学系	025	建築学コース	025																									鋼構造	Steel structures	空間構造	Spatial structures	応答制御	Response control	最適化	Optimization	http://www.arch.titech.ac.jp/Takeuti_Lab/index.html	http://www.arch.titech.ac.jp/Takeuti_Lab/index(e).html	key_t2r2Rid=CTT100606502		ﾃﾗｻﾞﾜ	ﾕｳｷ				
	建築学系	025	教授	001	中村	芳樹	な	なかむら	よしき	3	Yoshiki	Nakamura	建築学系	025	都市・環境学コース	006	建築学系	025	建築学コース	025																					視環境設計	Visual environment design	照明・色彩設計	Light & color planning	快適性評価	Amenity evaluation	建築環境工学	Environmental engineering	http://www.nakamura.enveng.titech.ac.jp/	http://www.nakamura.enveng.titech.ac.jp/	key_rid=1000015829		ﾅｶﾑﾗ	ﾖｼｷ				
	建築学系	025	准教授	002	西村	康志郎	な	にしむら	こうしろう	3	Koshiro	Nishimura	建築学系	025	建築学コース	025	建築学系	025	都市・環境学コース	006																					建築構造	Building structures	耐震工学	Seismic engineering	コンクリート構造	Concrete structures	防災	Disaster mitigation	http://www.udprc.first.iir.titech.ac.jp/~nishimura/	http://www.udprc.first.iir.titech.ac.jp/~nishimura/	key_t2r2Rid=CTT100380810		ﾆｼﾑﾗ	ｺｳｼﾛｳ				
	建築学系	025	特定准教授	010	廣川	典昭	は	ひろかわ	のりあき	2	Noriaki	Hirokawa	建築学系	025	建築学コース	025																																					ﾋﾛｶﾜ	ﾉﾘｱｷ				
	建築学系	025	助教	004	福田	眞太郎	は	ふくだ	しんたろう	2	Shintaro	Fukuda	建築学系	025	建築学コース	025																																			key_t2r2Rid=CTT100558175		ﾌｸﾀﾞ	ｼﾝﾀﾛｳ				
	建築学系	025	教授	001	藤井	晴行	は	ふじい	はるゆき	2	Haruyuki	Fujii	建築学系	025	エンジニアリングデザインコース	002	建築学系	025	建築学コース	025																					建築計画原論	Theories in architectural planning and man-emvironment system design	デザイン科学	Design science	一人称研究の方法論	Methodologies in studies with first person's view	計算デザイン学	Computiational designology			key_rid=1000279245		ﾌｼﾞｲ	ﾊﾙﾕｷ				
	建築学系	025	准教授	002	堀田	久人	は	ほった	ひさと	2	Hisato	Hotta	建築学系	025	建築学コース	025																									建築構造工学	Structural engineering	コンクリート系複合構造	Concrete composite structures	耐震構造	Earthquake-resistant structures					key_rid=1000203916		ﾎｯﾀ	ﾋｻﾄ				
	建築学系	025	助教	004	毎田	悠承	ま	まいだ	ゆうすけ	3	Yusuke	Maida	建築学系	025	建築学コース	025																									建築構造	Building structure	鉄筋コンクリート構造	Reinforced concrete structure	制振構造	Seismic response control structure			http://www.sakata-lab.arch.titech.ac.jp/	http://www.sakata-lab.arch.titech.ac.jp/	key_rid=B000288407		ﾏｲﾀﾞ	ﾕｳｽｹ				
	建築学系	025	准教授	002	三上	貴正	ま	みかみ	たかまさ	3	Takamasa	Mikami	建築学系	025	建築学コース	025																									建築部位性能論	Performance evaluation of building elements	日常安全性評価	Safety evaluation of residential environment	建築材料構法	Building materials and construction			http://www.mkm.mei.titech.ac.jp/index.html	http://www.mkm.mei.titech.ac.jp/index_e.html	key_rid=1000015570		ﾐｶﾐ	ﾀｶﾏｻ				
	建築学系	025	助教	004	三井	和也	ま	みつい	かずや	3	Kazuya	Mitsui	建築学系	025	建築学コース	025																									鋼構造	Steel structure	耐震工学	Seismic engineering	構造実験	Structural experiment	安定論	Stability	http://www.arch.titech.ac.jp/ikarashi_lab/	http://www.arch.titech.ac.jp/ikarashi_lab/	key_rid=7000029796		ﾐﾂｲ	ｶｽﾞﾔ				
	建築学系	025	特定教授	009	三原	正一	ま	みはら	しょういち	3	Shoichi	Mihara	建築学系	025	建築学コース	025																																					ﾐﾊﾗ	ｼｮｳｲﾁ				
	建築学系	025	准教授	002	村田	涼	ま	むらた	りょう	3	Ryo	Murata	建築学系	025	建築学コース	025	建築学系	025	エンジニアリングデザインコース	002																					環境建築	Environmental architecture	パッシブソーラーデザイン	Passive solar design	建築設計	Architectural design	建築計画	Architectural planning	http://www.arch.titech.ac.jp/murata/	http://www.arch.titech.ac.jp/murata/	key_rid=6000012457		ﾑﾗﾀ	ﾘｮｳ				
	建築学系	025	教授	001	安田	幸一	や	やすだ	こういち	5	Koichi	Yasuda	建築学系	025	建築学コース	025	建築学系	025	エンジニアリングデザインコース	002																															key_rid=5000039852		ﾔｽﾀﾞ	ｺｳｲﾁ				
	建築学系	025	教授	001	山﨑	鯛介	や	やまざき	たいすけ	5	Taisuke	Yamazaki	建築学系	025	建築学コース	025																									近代建築史	History of modern architecture	日本建築史	History of Japanese architecture	歴史的建造物の保存	Preservation and conservation of historic buildings	建築アーカイブズ	Architectural archives			key_rid=1000275246		ﾔﾏｻﾞｷ	ﾀｲｽｹ				
	建築学系	025	准教授	002	湯淺	和博	や	ゆあさ	かずひろ	5	Kazuhiro	Yuasa	建築学系	025	建築学コース	025	建築学系	025	エンジニアリングデザインコース	002																					建築設備	Building services	建築環境工学	Environmental engineering	エネルギー消費	Energy consumption	省エネルギー	Energy conservation			key_rid=1000015567		ﾕｱｻ	ｶｽﾞﾋﾛ				
	建築学系	025	教授	001	横山	裕	や	よこやま	ゆたか	5	Yutaka	Yokoyama	建築学系	025	建築学コース	025																									建築材料	Building material	建築構法	Building system	建築施工	Building construction			http://www.arch.titech.ac.jp/yokoyama_lab/index.html	http://www.arch.titech.ac.jp/yokoyama_lab/en/index.html	key_rid=1000222059		ﾖｺﾔﾏ	ﾕﾀｶ				
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
