index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	化学系	013	助教	004	宮永	顕正	ま	みやなが	あきまさ	3	Akimasa	Miyanaga	化学系	013	化学コース	013																									生化学	Biochemistry	天然物化学	Natural product chemistry	酵素学	Enzymology	構造生物学	Structural biology			key_rid=5000090599		ﾐﾔﾅｶﾞ	ｱｷﾏｻ		
	化学系	013	准教授	002	山﨑	優一	や	やまざき	まさかず	5	Masakazu	Yamazaki	化学系	013	化学コース	013																									物理化学	Physical chemistry	原子分子物理学	Atomic and molecular physics	電子分光	Electron spectroscopy	反応動力学	Reaction Dynamics	http://www.chemistry.titech.ac.jp/~ohshima/	http://www.chemistry.titech.ac.jp/~ohshima/index_e.html	key_rid=6000017666		ﾔﾏｻﾞｷ	ﾏｻｶｽﾞ		
	化学系	013	助教	004	山科	雅裕	や	やましな	まさひろ	5	Masahiro	Yamashina	化学系	013	化学コース	013																									超分子化学	Supramolecular chemistry	ナノ空間化学	Nanospace chemistry	錯体化学	Coordination chemistry	構造有機化学	Structural organic chemistry	http://www.chemistry.titech.ac.jp/~toyota/index.html	http://www.chemistry.titech.ac.jp/~toyota/index-en.html	key_t2r2Rid=CTT100621951		ﾔﾏｼﾅ	ﾏｻﾋﾛ		
	化学系	013	特任助教	008	ユーソフ	パベル	や	ゆーそふ	ぱべる	5	Pavel	Usov	化学系	013	化学コース	013																																					ﾕｰｿﾌ	ﾊﾟﾍﾞﾙ		
	化学系	013	特任准教授	006	ユーハス	ゲルゲリ	や	ゆーはす	げるげり	2	Juhasz	Gergely	化学系	013	化学コース	013																																			key_rid=5000025689		ﾕｰﾊｽ	ｹﾞﾙｹﾞﾘ		
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
