index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	物理学系	012	准教授	002	金森	英人	か	かなもり	ひでと	3	Hideto	Kanamori	物理学系	012	物理学コース	012																									分子分光学	Molecular spectroscopy	超高精度分光計測を使った基礎物理	Fundamental physics using molecules	量子固体	Quantum crystal	分子の量子位相制御	Quantum phase control of molecules	http://www.molec.ap.titech.ac.jp/	http://www.molec.ap.titech.ac.jp/E-index.html	key_rid=1000012476		ｶﾅﾓﾘ	ﾋﾃﾞﾄ			
	物理学系	012	助教	004	金子	真一	か	かねこ	しんいち	3	Shinichi	Kaneko	物理学系	012	物理学コース	012																									低温物理	Low temperature physics	超伝導	Superconductivity	トンネル分光測定	Tunneling spectroscopy					key_rid=7000017609		ｶﾈｺ	ｼﾝｲﾁ			
	物理学系	012	教授	001	河合	誠之	か	かわい	のぶゆき	3	Nobuyuki	Kawai	物理学系	012	物理学コース	012																									高エネルギー天体の観測	Observation of high energy astronphysical sources	X線・ガンマ線天文観測装置	Instrumentation for X-ray and gamma-ray astronomy	変動天体のX線・光学観測	Optical/X-ray observation of transient sources			http://www.hp.phys.titech.ac.jp	http://www.hp.phys.titech.ac.jp	key_rid=B000003048		ｶﾜｲ	ﾉﾌﾞﾕｷ			
	物理学系	012	講師	003	河村	徹	か	かわむら	とおる	3	Toru	Kawamura	物理学系	012	物理学コース	012																									高強度レーザー生成プラズマ中の高速電子輸送	Fast electron transport in intense-laser-produced plasmas	高強度イオンビームによる高密度プラズマへのエネルギー付与	Energy deposition by intense ion-beams in dense plasmas	再結合プラズマによる極端紫外レーザーのフィージビリティスタディ	Feasibility study on lasing of extreme ultraviolet with recombining plasmas 			http://www.plasma.phys.sci.titech.ac.jp/	http://www.plasma.phys.sci.titech.ac.jp/index-eng.html	key_rid=5000066583		ｶﾜﾑﾗ	ﾄｵﾙ			
	物理学系	012	教授	001	久世	正弘	か	くぜ	まさひろ	3	Masahiro	Kuze	物理学系	012	物理学コース	012																									素粒子物理学実験	Experimental particle physics	高エネルギー物理学	High energy physics	ニュートリノ物理	Neutrino physics	コライダー物理	Collider physics	http://www-kuze.phys.titech.ac.jp/	http://www-kuze.phys.titech.ac.jp/	key_rid=1000185059		ｸｾﾞ	ﾏｻﾋﾛ			
	物理学系	012	助教	004	栗田	伸之	か	くりた	のぶゆき	3	Nobuyuki	Kurita	物理学系	012	物理学コース	012																																			key_t2r2Rid=CTT100635304		ｸﾘﾀ	ﾉﾌﾞﾕｷ			
	物理学系	012	教授	001	上妻	幹旺	か	こうづま	みきお	3	Mikio	Kozuma	物理学系	012	物理学コース	012																									レーザー冷却	Laser cooling	量子縮退気体	Quantum degenerate gas	光格子	Optical lattice	量子エレクトロニクス	Quantum electronics	http://www.kozuma.phys.titech.ac.jp/		key_rid=1000326004		ｺｳﾂﾞﾏ	ﾐｷｵ			
	物理学系	012	准教授	002	古賀	昌久	か	こが	あきひさ	3	Akihisa	Koga	物理学系	012	物理学コース	012																									物性物理学	Condensed matter physics	理論物理	Theoretical physics	強相関電子系	Strongly correlated electron system			http://www.stat.phys.titech.ac.jp/~koga/index.html	http://www.stat.phys.titech.ac.jp/~koga/index-e.html	key_rid=1000282272		ｺｶﾞ	ｱｷﾋｻ			
	物理学系	012	助教	004	近藤	洋介	か	こんどう	ようすけ	3	Yosuke	Kondo	物理学系	012	物理学コース	012																									中性子過剰な原子核の実験研究	Experimental research for neutron rich nuclei							http://be.nucl.ap.titech.ac.jp	http://be.nucl.ap.titech.ac.jp	key_rid=5000085778		ｺﾝﾄﾞｳ	ﾖｳｽｹ			
	物理学系	012	教授	001	斎藤	晋	さ	さいとう	すすむ	4	Susumu	Saito	物理学系	012	物理学コース	012																									物性理論	Theoretical condensed matter phyiscs	ナノサイエンス	Nanoscience	グラフェンなどの２次元物質	Graphene and other atomic layers	密度汎関数法	Density functional theory	http://www.stat.phys.titech.ac.jp/saito/index.html	http://www.stat.phys.titech.ac.jp/saito/index.html	key_t2r2Rid=CTT100380291		ｻｲﾄｳ	ｽｽﾑ			
	物理学系	012	教授	001	笹本	智弘	さ	ささもと	ともひろ	4	Tomohiro	Sasamoto	物理学系	012	物理学コース	012																									統計力学	Statistical mechanics	非平衡系	Nonequilibrium systems	数理物理学	Mathematical physics	確率過程	Stochastic processes			key_t2r2Rid=CTT100380272		ｻｻﾓﾄ	ﾄﾓﾋﾛ			
	物理学系	012	教授	001	佐藤	琢哉	さ	さとう	たくや	4	Takuya	Satoh	物理学系	012	物理学コース	012																									光物性	Optical condensed matter physics	超高速分光	Ultrafast spectroscopy	磁気光学	Magneto-optics	光マグノニクス	Optomagnonics	https://satoh.phys.titech.ac.jp/	https://satoh.phys.titech.ac.jp/en/	key_rid=1000315437		ｻﾄｳ	ﾀｸﾔ			
	物理学系	012	特任助教	008	佐藤	智哉	さ	さとう	ともや	4	Tomoya	Sato	物理学系	012	物理学コース	012																									量子エレクトロニクス	Quantum electronics	レーザー冷却	Laser cooling	原子干渉計	Atom interferometry	原子を用いた基礎物理研究	Fundamental physics using atoms	http://www.kozuma.phys.titech.ac.jp/	http://www.kozuma-eng.sci.titech.ac.jp/	key_t2r2Rid=CTT100656913		ｻﾄｳ	ﾄﾓﾔ			
	物理学系	012	助教	004	椎野	克	さ	しいの	まさる	4	Masaru	Siino 	物理学系	012	物理学コース	012																																			key_t2r2Rid=CTT100380238		ｼｲﾉ	ﾏｻﾙ			
	物理学系	012	教授	001	慈道	大介	さ	じどう	だいすけ	2	Daisuke	Jido	物理学系	012	物理学コース	012																									原子核ハドロン物理学	Subatomic physics	ハドロン構造・相互作用	Structure and interaction of hadron	量子色力学	Quantum chromodynamics	有限密度系のハドロン	Hadrons at finite density	http://www.th.phys.titech.ac.jp/~jido/	http://www.th.phys.titech.ac.jp/~jido/index_e.html	key_rid=5000026388		ｼﾞﾄﾞｳ	ﾀﾞｲｽｹ			
	物理学系	012	准教授	002	陣内	修	さ	じんのうち	おさむ	2	Osamu	Jinnouchi	物理学系	012	物理学コース	012																									高エネルギー素粒子物理	High-energy particle physics	LHC/ATLAS	LHC/ATLAS	超対称性、暗黒物質	"Supersymmetry, DarkMatter"	飛跡検出器	Tracking detector	http://www-hep.phys.titech.ac.jp/jlab/index.html	http://www-hep.phys.titech.ac.jp/jlab/index_e.html	key_rid=6000021704		ｼﾞﾝﾉｳﾁ	ｵｻﾑ			
	物理学系	012	准教授	002	須山	輝明	さ	すやま	てるあき	4	Teruaki	Suyama	物理学系	012	物理学コース	012																									宇宙論	Cosmology	重力波	Gravitational wave					http://www.th.phys.titech.ac.jp/cosmo/	http://www.th.phys.titech.ac.jp/cosmo/	key_rid=B000359013		ｽﾔﾏ	ﾃﾙｱｷ			
	物理学系	012	准教授	002	宗宮	健太郎	さ	そうみや	けんたろう	4	Kentaro	Somiya	物理学系	012	物理学コース	012																									重力波	Gravitational wave	光干渉計	Optical interferometer	量子計測	Quantum measurement	宇宙物理	Astrophysics	http://www.gravity.ircs.titech.ac.jp/	http://www.gravity.ircs.titech.ac.jp/about.html	key_rid=6000023784		ｿｳﾐﾔ	ｹﾝﾀﾛｳ			
	物理学系	012	助教	004	高橋	和孝	た	たかはし	かずたか	4	Kazutaka	Takahashi	物理学系	012	物理学コース	012																									理論物理学	Theoretical physics									key_rid=6000003418		ﾀｶﾊｼ	ｶｽﾞﾀｶ			
	物理学系	012	教授	001	ダス	バーヌ プラタップ	た	だす	ばーぬ ぷらたっぷ	1	Bhanu Pratap	Das	物理学系	012	物理学コース	012																									原子、分子の多体理論	Many-body theory of atoms and molecules	原子、分子による素粒子標準模型の検証	Atomic and molecular probes of the standard model of particle physics	原子時計の理論	Theory of atomic clocks					key_rid=7000017628		ﾀﾞｽ	ﾊﾞｰﾇ ﾌﾟﾗﾀｯﾌﾟ			
	物理学系	012	教授	001	田中	秀数	た	たなか	ひでかず	4	Hidekazu	Tanaka	物理学系	012	物理学コース	012																									磁性	Magnetism							http://www.lee.phys.titech.ac.jp/index.html		key_rid=1000167948		ﾀﾅｶ	ﾋﾃﾞｶｽﾞ			
	物理学系	012	助教	004	谷城	康眞	た	たにしろ	やすまさ	4	Yasumasa	Tanishiro	物理学系	012	物理学コース	012																									表面物性物理	Surface physics	ナノ構造科学	Nano-scale science	電子顕微鏡・回折学	Electron microscopy and diffraction					key_rid=1000015897		ﾀﾆｼﾛ	ﾔｽﾏｻ			
	物理学系	012	特任助教	008	ツァン	ティエンティエン	た	つぁん	てぃえんてぃえん	5	Tiantian	Zhang	物理学系	012	物理学コース	012																																					ﾂｧﾝ	ﾃｨｴﾝﾃｨｴﾝ			
	物理学系	012	特任准教授	006	ティルマ	トッド	た	てぃるま	とっど	4	Todd	Tilma	物理学系	012	物理学コース	012																																			key_rid=B000000816		ﾃｨﾙﾏ	ﾄｯﾄﾞ			
	物理学系	012	特定教授	009	堂谷	忠靖	た	どうたに	ただやす	1	Tadayasu	Dotani	物理学系	012	物理学コース	012																																			key_rid=1000144439		ﾄﾞｳﾀﾆ	ﾀﾀﾞﾔｽ			
	物理学系	012	助教	004	豊田	雅之	た	とよだ	まさゆき	4	Masayuki	Toyoda	物理学系	012	物理学コース	012																																			key_t2r2Rid=CTT100699462		ﾄﾖﾀﾞ	ﾏｻﾕｷ			
	物理学系	012	助教	004	中野	健一	な	なかの	けんいち	3	Kenichi	Nakano	物理学系	012	物理学コース	012																																			key_rid=6000023116		ﾅｶﾉ	ｹﾝｲﾁ			
	物理学系	012	教授	001	中村	隆司	な	なかむら	たかし	3	Takashi	Nakamura	物理学系	012	物理学コース	012																									原子核物理学実験	Experimental nuclear physics	不安定核	Unstable nulcei	天体核反応	Stellar nuclear reaction	中性子星の核物質	Nuclear matter in neutron stars	http://be.nucl.ap.titech.ac.jp/	http://be.nucl.ap.titech.ac.jp/~nakamura/	key_rid=1000321701		ﾅｶﾑﾗ	ﾀｶｼ			
	物理学系	012	助教	004	西沢	望	な	にしざわ	のぞみ	3	Nozomi	Nishizawa	物理学系	012	物理学コース	012																									物性物理学	Condensed matter physics	スピントロニクス	Spintronics	光物性	Photonics	半導体物理	Semiconductor physics	http://www.munelab.first.iir.titech.ac.jp/	http://www.munelab.first.iir.titech.ac.jp/	key_rid=B000254201		ﾆｼｻﾞﾜ	ﾉｿﾞﾐ			
	物理学系	012	准教授	002	西田	祐介	な	にしだ	ゆうすけ	3	Yusuke	Nishida	物理学系	012	物理学コース	012																									理論物理	Theoretical physics	冷却原子	Ultracold atoms	量子多体現象	Quantum many-body phenomena	量子少数現象	Quantum few-body phenomena	https://sites.google.com/site/nishidayusuke/	https://sites.google.com/site/nishidayusuke/	key_t2r2Rid=CTT100649202		ﾆｼﾀﾞ	ﾕｳｽｹ			
	物理学系	012	教授	001	納富	雅也	な	のうとみ	まさや	3	Masaya	Notomi	物理学系	012	物理学コース	012																									ナノフォトニクス	Nanophotonics	フォトニック結晶	Photonic crystal	メタマテリアル	Metamaterial	ナノ材料	Nanomaterial	http://notomi-lab.phys.titech.ac.jp	http://notomi-lab.phys.titech.ac.jp/index_e.html	key_t2r2Rid=CTT100618935		ﾉｳﾄﾐ	ﾏｻﾔ			
	物理学系	012	助教	004	野村	竜司	な	のむら	りゅうじ	3	Ryuji	Nomura	物理学系	012	物理学コース	012																									低温物理学	Low temperature physics	超流動	Superfluidity	量子液体	Quantum liquids	量子固体	Quantum solids			key_rid=1000321733		ﾉﾑﾗ	ﾘｭｳｼﾞ			
	物理学系	012	特任教授	005	橋詰	富博	は	はしずめ	とみひろ	2	Tomihiro	Hashizume	物理学系	012	物理学コース	012																									ナノスケール物理現象	Nano-scale physical phenomenon	生体－水界面	Bio-materials-water interface	走査プローブ顕微鏡	Scanning probe microscopy	バイオ物理計測	Physical measurement of bio-materials	http://www.hitachi.co.jp/rd/portal/index.html	http://www.hitachi.com/rd/portal/index.html	key_t2r2Rid=CTT100512406		ﾊｼｽﾞﾒ	ﾄﾐﾋﾛ			
	物理学系	012	助教	004	秦	徳郎	は	はた	とくろう	2	Tokuro	Hata	物理学系	012	物理学コース	012																									メゾスコピック物理	Mesoscopic physics	量子ホール効果	Quantum hall effect	量子ドット	Quantum dot	ショットノイズ	Shot noise	http://tokuro0310.wixsite.com/tokuro-hp	http://tokuro0310.wixsite.com/tokuro-hp/eghome	key_t2r2Rid=CTT100763058		ﾊﾀ	ﾄｸﾛｳ			
	物理学系	012	特任講師	007	原田	健一	は	はらだ	けんいち	2	Ken-ichi	Harada	物理学系	012	物理学コース	012																									量子光学	Quantum optics	重力波	Gravitational wave	原子分子分光	Atomic and molecular spectroscopy	放射性同位元素	Radioisotope	http://www.gravity.ircs.titech.ac.jp/	http://www.gravity.ircs.titech.ac.jp/	key_rid=6000028085		ﾊﾗﾀﾞ	ｹﾝｲﾁ			
	物理学系	012	特任教授	005	髭本	亘	は	ひげもと	わたる	2	Wataru	Higemoto	物理学系	012	物理学コース	012																									超伝導	Superconductivity	磁性	Magnetism	強相関電子系	Strongly correlated electron system	加速器科学	Accelerator science			key_rid=5000033003		ﾋｹﾞﾓﾄ	ﾜﾀﾙ			
	物理学系	012	准教授	002	平原	徹	は	ひらはら	とおる	2	Toru	Hirahara	物理学系	012	物理学コース	012																									物性物理学	Condensed matter physics	表面科学	Surface science	ナノサイエンス	Nanoscience	スピン物性	Spin physics	http://www.surfnano.phys.titech.ac.jp/index.html	http://www.surfnano.phys.titech.ac.jp/indexeng.html	key_rid=6000012172		ﾋﾗﾊﾗ	ﾄｵﾙ			
	物理学系	012	教授	001	平山	博之	は	ひらやま	ひろゆき	2	Hiroyuki	Hirayama	物理学系	012	物理学コース	012																									表面物理学	Surface physics	量子物性	Quantum phenimena	超薄膜	Ultrathin films	界面構造と電子状態	Interfacial structure and electronic states	http://www.materia.titech.ac.jp/~hirayama/2009hirayamalabHP/	http://www.materia.titech.ac.jp/~hirayama/2009hirayamalabHP/en/index.html	key_rid=1000181787		ﾋﾗﾔﾏ	ﾋﾛﾕｷ			
	物理学系	012	准教授	002	藤岡	宏之	は	ふじおか	ひろゆき	2	Hiroyuki	Fujioka	物理学系	012	物理学コース	012																									原子核物理学	Nuclear physics	ハドロン物理学	Hadron physics	ハイパー核	Hypernuclei	中間子原子核	Mesonic nuclei	http://fujioka.nucl.ap.titech.ac.jp		key_rid=B000220006		ﾌｼﾞｵｶ	ﾋﾛﾕｷ			
	物理学系	012	教授	001	藤澤	利正	は	ふじさわ	としまさ	2	Toshimasa	Fujisawa	物理学系	012	物理学コース	012																									量子輸送現象	Quantum transport	半導体ナノ構造	Semiconductor nanostructures	量子ホール効果	Quantum hall effects			http://fujisawa.phys.titech.ac.jp/indexJ.html	http://fujisawa.phys.titech.ac.jp/	key_rid=B000002111		ﾌｼﾞｻﾜ	ﾄｼﾏｻ			
	物理学系	012	助教	004	藤芳	暁	は	ふじよし	さとる	2	Satoru	Fujiyoshi	物理学系	012	物理学コース	012																									生物物理	Biophysics	物理化学	Physical chemistry	一分子分光	Single-molecule spectroscopy	タンパク質	Protein	http://www.molphys.phys.titech.ac.jp		key_rid=B000305481		ﾌｼﾞﾖｼ	ｻﾄﾙ			
